observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
DI11014itkt,2865549,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,90,,150,,"11,22",,"96,9",,,,"84,3",,1,,"1,5",,"3,5",
DI11002itkfi,2865496,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,95,,150,,"10,79",,"112,6",,4,,"74,6",,1,,1,,4,
DI11002itkt,2865498,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,100,,149,,"12,62",,"97,9",,,,"85,1",,1,,"1,5",,9,
AO12022itkfi,2865445,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,1,,92,,150,,"10,59",,"96,2",,"3,5",,"63,8",,1,,"3,5",,4,
AO12026itkt,2865456,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61035,https://doi.org/10.15454/GVC2CV,AO12026,VIRTUAL_TRIAL,,,,,,,,treated,2012,"1,5",,82,,153,,"11,02",,"93,3",,,,"81,1",,1,,"1,5",,"2,5",
RE10042itkt,2865513,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2012,2,,92,,152,,"10,62",,"94,6",,,,"82,3",,1,,"1,5",,5,
AO12022itknt,2865446,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,88,,150,,,,"86,2",,5,,"59,7",,2,,"3,5",,"7,5",
AO12022itkt,2865447,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,treated,2012,"2,5",,92,,150,,"11,29",,"95,5",,,,"83,1",,1,,"1,5",,7,
EM10317itkfi,2865442,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,92,,154,,"11,95",,"60,8",,"4,5",,"40,3",,4,,2,,1,
RE10042itknt,2865512,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,92,,151,,,,"116,8",,5,,"80,9",,2,,2,,"3,5",
EM10317itknt,2865443,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,95,,154,,,,"71,4",,2,,"49,4",,"2,5",,"3,5",,3,
EM10317itkt,2865444,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,treated,2012,"1,5",,98,,153,,"11,95",,"85,7",,,,"74,6",,"1,5",,"1,5",,4,
AO12017itkfi,2865535,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,1,,95,,152,,"11,37",,"48,8",,1,,"32,3",,7,,1,,3,
AO12023itkfi,2865448,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,90,,151,,"11,09",,"103,1",,"3,5",,"68,3",,1,,2,,2,
AO12023itkt,2865450,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,90,,150,,"10,86",,"102,3",,,,89,,"1,5",,2,,"2,5",
AO12017itknt,2865536,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,98,,150,,,,"59,3",,"2,5",,"41,1",,"5,5",,"4,5",,4,
RE10042itkfi,2865511,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,4,,95,,153,,"10,48",,"114,4",,3,,"75,8",,"2,5",,1,,"2,5",
AO12023itknt,2865449,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,2,,90,,150,,,,"100,6",,"1,5",,"69,6",,1,,3,,2,
Barokitkt,2865435,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,85,,148,,"11,39",,"100,1",,,,87,,"1,5",,2,,9,
Barokitknt,2865434,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,4,,85,,149,,,,"108,2",,"3,5",,"74,9",,1,,3,,5,
AO12026itknt,2865455,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61035,https://doi.org/10.15454/GVC2CV,AO12026,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,85,,152,,,,"96,6",,7,,"66,9",,1,,3,,1,
Altigoitknt,2865506,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,85,,147,,,,"87,4",,2,,"60,5",,"3,5",,"3,5",,1,
Barokitkfi,2865433,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,82,,150,,"10,98",,"95,6",,"5,5",,"63,4",,2,,1,,2,
Bermudeitkfi,2865463,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"3,5",,85,,153,,"10,7",,"98,3",,5,,"65,1",,1,,1,,1,
AO12017itkt,2865537,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,95,,150,,"10,88",,85,,,,"73,9",,1,,2,,"3,5",
DI11002itknt,2865497,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,"3,5",,98,,150,,,,"102,7",,1,,"71,1",,1,,"2,5",,7,
AO12024itkfi,2865460,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,49471,https://doi.org/10.15454/DTWPJI,AO12024,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,92,,149,,"10,52",,"108,9",,4,,"72,2",,"4,5",,1,,4,
AO12007itknt,2865485,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,49256,https://doi.org/10.15454/W3CJOS,AO12007,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,"4,5",,82,,151,,,,84,,7,,"58,2",,1,,"3,5",,"2,5",
DI11014itknt,2865548,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,3,,90,,151,,,,"100,2",,7,,"69,4",,1,,3,,2,
AO12026itkfi,2865454,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,61035,https://doi.org/10.15454/GVC2CV,AO12026,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,80,,152,,"10,61",,"96,4",,"6,5",,"63,8",,1,,"2,5",,1,
RE09013itknt,2865440,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,4,,85,,151,,,,"105,9",,7,,"73,3",,1,,3,,1,
RE09013itkt,2865441,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,80,,151,,"11,41",,"96,5",,,,"83,9",,1,,"1,5",,1,
RE09013itkfi,2865439,BTH_Estrées-Mons_2012_SetA2,BTH_Estrées-Mons_2012_SetA2,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,4,,80,,151,,"11,48",,"105,3",,5,,"69,8",,"5,5",,2,,1,
