observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
EM09189itkt,2856648,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,treated,2011,70,,,,136,,"10,52",,"73,6",,"96,7",,,,"80,8",,,,,,,
EM09189itknt,2856647,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,88,,"1,5",,134,,,,"74,7",,"81,2",,"1,5",,"72,8",,5,,4,,1,
EM09320itkt,2856558,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2011,68,,,,134,,"9,83",,"73,3",,"97,1",,,,"81,1",,,,,,,
EM09320itkfi,2856556,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,1,,134,,"9,4",,"76,7",,103,,"1,5",,"81,8",,,,2,,1,
EM09320itknt,2856557,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,85,,2,,136,,,,"74,7",,"93,1",,"3,5",,"83,5",,1,,"2,5",,1,
RE09001itkfi,2856586,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,88,,1,,130,,"10,14",,"76,3",,"101,2",,1,,"80,3",,,,2,,"1,5",
RE09001itkt,2856588,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,treated,2011,72,,,,132,,"9,45",,"72,8",,"94,3",,,,"78,8",,,,,,,
RE09001itknt,2856587,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,85,,2,,136,,,,"74,6",,"96,8",,1,,"86,8",,1,,"2,5",,3,
CF09169itknt,2856569,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,85,,1,,137,,,,"76,5",,"99,9",,"4,5",,"89,6",,1,,2,,2,
CF09169itkfi,2856568,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,90,,"1,5",,132,,"9,82",,"78,8",,"101,9",,1,,"80,9",,,,2,,1,
CF09169itkt,2856570,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2011,78,,,,133,,"10,3",,"76,9",,"102,7",,,,"85,8",,,,,,,
DI10011itkfi,2856553,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,90,,2,,130,,"9,79",,76,,103,,1,,"81,8",,,,2,,2,
DI10011itkt,2856555,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2011,75,,,,130,,"9,6",,"73,3",,"103,5",,,,"86,5",,,,,,,
DI10011itknt,2856554,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,82,,2,,134,,,,"74,8",,"99,6",,"3,5",,"89,3",,1,,2,,1,
AO10006itkfi,2856565,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,1,,137,,"8,48",,"77,2",,"99,8",,2,,"79,2",,,,2,,1,
AO10006itkt,2856567,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,treated,2011,72,,,,139,,"9,54",,"75,9",,"107,8",,,,90,,,,,,,
AO10006itknt,2856566,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,90,,1,,138,,,,"75,5",,"92,3",,"4,5",,"82,8",,1,,"2,5",,2,
EM09318itknt,2856584,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,82,,3,,134,,,,73,,"101,5",,3,,"91,1",,1,,"2,5",,1,
EM09318itkfi,2856583,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,1,,136,,"9,68",,76,,"107,1",,1,,"85,1",,,,2,,1,
EM09318itkt,2856585,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,treated,2011,60,,,,138,,"9,42",,"72,2",,"98,2",,,,"82,1",,,,,,,
Altigoitkfi,2856598,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,1,,131,,"9,83",,"76,5",,"97,1",,1,,"77,2",,,,2,,1,
Altigoitknt,2856599,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,85,,"1,5",,137,,,,"76,3",,"100,2",,"4,5",,"89,8",,1,,2,,1,
Altigoitkt,2856600,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2011,72,,,,131,,"10,46",,"75,5",,"101,7",,,,85,,,,,,,
Bermudeitkt,2856564,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2011,72,,,,137,,"10,32",,"76,7",,"103,9",,,,"86,8",,,,,,,
Bermudeitknt,2856563,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,88,,"1,5",,136,,,,"77,5",,"97,9",,"2,5",,"87,8",,1,,2,,"2,5",
Bermudeitkfi,2856562,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,1,,136,,"9,36",,"79,1",,"101,2",,"1,5",,"80,3",,,,2,,1,
EM09221itkfi,2856634,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,1,,132,,"8,57",,"74,8",,107,,"1,5",,85,,,,2,,1,
EM09221itkt,2856636,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2011,62,,,,134,,"8,37",,"71,2",,"98,8",,,,"82,6",,,,,,,
EM09221itknt,2856635,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,75,,3,,136,,,,"73,5",,"105,4",,3,,"94,5",,1,,"2,5",,1,
EM09222itknt,2856611,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,85,,3,,132,,,,"73,6",,"98,2",,4,,"88,1",,1,,"1,5",,1,
EM09222itkt,2856612,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2011,70,,,,132,,"8,95",,"71,6",,"98,8",,,,"82,5",,,,,,,
EM09222itkfi,2856610,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,"1,5",,131,,"9,46",,"75,8",,"100,7",,1,,80,,,,2,,1,
EM09320-1itkt,2856627,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48825,https://doi.org/10.15454/2IM7G4,EM09320-1,VIRTUAL_TRIAL,,,,,,,,treated,2011,70,,,,138,,"9,34",,"73,3",,"107,5",,,,"89,8",,,,,,,
EM09320-1itkfi,2856625,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48825,https://doi.org/10.15454/2IM7G4,EM09320-1,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,1,,136,,"8,57",,"76,5",,"102,4",,2,,"81,3",,,,2,,1,
EM09320-1itknt,2856626,BTH_Estrées-Mons_2011_SetA2,BTH_Estrées-Mons_2011_SetA2,48825,https://doi.org/10.15454/2IM7G4,EM09320-1,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2011,88,,1,,137,,,,"74,3",,104,,3,,"93,3",,1,,2,,1,
