observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Goreckiitknt,2828436,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,80,,,,,,,,"70,8",,"89,9",,1,,"74,2",,1,,"8,5",,1,
DI05014itknt,2828376,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"97,5",,,,,,,,"68,1",,"116,3",,1,,"95,9",,1,,"1,5",,"1,5",
DI05014itkfi,2828375,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"34,4",,144,,"9,48",,"73,1",,"114,9",,1,,"91,4",,1,,1,,1,
RE05007itkt,2828362,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"47,8",,139,,"10,44",,"74,9",,"102,5",,,,"119,1",,,,,,1,
Goreckiitkfi,2828435,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,42,,136,,"11,02",,"65,7",,"95,2",,1,,"75,7",,2,,6,,1,
RE05108itknt,2828433,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,90,,,,,,,,"76,6",,"114,4",,1,,"94,4",,1,,"1,5",,"8,5",
AO08004itknt,2828472,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27766,https://doi.org/10.15454/FP9VJX,AO08004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"97,5",,,,,,,,"75,4",,105,,1,,"86,6",,1,,4,,"3,5",
RE05007itknt,2828361,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"77,5",,,,,,,,"70,6",,"115,4",,1,,"95,2",,1,,2,,1,
RE05007itkfi,2828360,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,85,,"47,1",,138,,"9,11",,"70,8",,"116,3",,1,,"92,5",,1,,1,,1,
RE05108itkt,2828434,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"42,1",,142,,"11,36",,77,,"86,5",,,,"100,6",,,,,,9,
Sankaraitkfi,2828402,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"40,7",,144,,"10,6",,"71,2",,"101,9",,1,,"81,1",,1,,"1,5",,1,
RE05108itkfi,2828432,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"43,5",,142,,"9,73",,"74,4",,118,,1,,"93,9",,1,,1,,"1,5",
CF05162itkt,2828380,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"47,7",,140,,"10,18",,"77,6",,"100,3",,,,"116,6",,,,,,"1,5",
Soissonsitkt,2828458,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"44,9",,136,,"11,14",,"80,8",,"93,7",,,,"108,9",,,,,,1,
Sankaraitkt,2828404,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"45,8",,144,,"11,24",,"78,8",,"101,5",,,,"117,9",,,,,,1,
Sankaraitknt,2828403,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"74,5",,"111,9",,1,,"92,3",,1,,"1,5",,1,
Caphornitkt,2828407,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"51,3",,137,,"11,18",,78,,"95,4",,,,"110,9",,,,,,1,
RE05005itknt,2828358,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,80,,,,,,,,"72,3",,"109,8",,1,,"90,6",,1,,2,,1,
CF05162itknt,2828379,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"87,5",,,,,,,,"75,8",,"119,6",,"1,5",,"98,7",,1,,1,,1,
CF05162itkfi,2828378,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"46,4",,138,,"10,01",,"74,8",,"116,8",,1,,"92,9",,1,,"1,5",,1,
RE05005itkfi,2828357,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,"45,7",,138,,"9,5",,"66,5",,"109,8",,1,,"87,4",,1,,"1,5",,1,
CF03201itkt,2828413,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,treated,2008,95,,"50,1",,139,,"11,52",,"80,7",,"101,5",,,,118,,,,,,6,
CF03201itkfi,2828411,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"51,3",,139,,"10,35",,"79,5",,"132,4",,1,,"105,3",,1,,1,,1,
Toisondoritkfi,2828354,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,38,,141,,"9,34",,"65,1",,"98,8",,1,,"78,6",,5,,1,,1,
Toisondoritknt,2828355,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,75,,,,,,,,"71,4",,"90,6",,1,,"74,8",,6,,1,,1,
CF03201itknt,2828412,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"80,6",,"133,4",,1,,110,,1,,"1,5",,2,
Caphornitknt,2828406,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,80,,,,,,,,"71,8",,"100,3",,1,,"82,8",,1,,4,,1,
Caphornitkfi,2828405,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,"43,4",,136,,"10,5",,"68,7",,"94,9",,1,,"75,5",,1,,4,,1,
RE05005itkt,2828359,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"47,7",,138,,"10,74",,"76,2",,"95,8",,,,"111,3",,,,,,1,
Toisondoritkt,2828356,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,75,,"44,8",,142,,"10,86",,"77,4",,"100,4",,,,"116,7",,,,,,1,
AO07102itknt,2828388,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27754,https://doi.org/10.15454/7MX1DM,AO07102,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,95,,,,,,,,"75,1",,"98,2",,1,,81,,1,,3,,"2,5",
Mendelitknt,2828400,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"77,5",,,,,,,,"73,4",,"105,5",,"1,5",,"87,1",,1,,3,,1,
RE05074itkfi,2828426,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,42,,138,,"10,09",,"67,9",,"106,2",,1,,"84,5",,1,,3,,1,
AO07210itkfi,2828450,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"41,5",,135,,"10,88",,"67,4",,"102,5",,1,,"81,5",,1,,5,,1,
AO07127itknt,2828391,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,85,,,,,,,,"76,6",,"111,8",,1,,"92,2",,1,,"3,5",,1,
AO07102itkfi,2828387,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27754,https://doi.org/10.15454/7MX1DM,AO07102,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,102,,"39,8",,140,,"9,38",,"71,6",,"104,8",,1,,"83,4",,1,,"1,5",,2,
Flamenkoitkfi,2828417,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"45,2",,136,,"10,76",,74,,"118,1",,1,,94,,1,,2,,1,
AO07210itkt,2828452,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"48,7",,135,,"11,55",,"76,4",,"99,8",,,,116,,,,,,1,
AO07210itknt,2828451,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,85,,,,,,,,"67,8",,"102,5",,1,,"84,6",,1,,"5,5",,1,
AO07127itkfi,2828390,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"42,4",,138,,"10,82",,"75,9",,119,,1,,"94,6",,1,,"2,5",,1,
Flamenkoitkt,2828419,BTH_Le_Moulon_2008_SetA1,BTH_Le_Moulon_2008_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"48,6",,137,,"11,12",,"77,4",,"104,1",,,,121,,,,,,1,
