observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date
27,3292437,BS3,Barley_Spring_MTA,63265,https://doi.org/10.15454/DYBBSF,Orphelia,BLOCK>PLOT,,,,,24,3,"BLOCK>PLOT:27,BLOCK:7",2015,74,2015-05-24T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.4,2015-11-02T01:00:00Z,8.7,2015-11-02T01:00:00Z,3.8,2015-11-02T01:00:00Z
7,3292226,BS3,Barley_Spring_MTA,63266,https://doi.org/10.15454/ER41S0,Asta,BLOCK>PLOT,,,,,13,15,"BLOCK>PLOT:7,BLOCK:4",2015,83,2015-06-02T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.1,2015-11-19T01:00:00Z,8.7,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
2,3292199,BS3,Barley_Spring_MTA,63287,https://doi.org/10.15454/OHGEFI,Tibet-A4,BLOCK>PLOT,,,,,12,8,"BLOCK>PLOT:2,BLOCK:5",2015,84,2015-06-03T02:00:00Z,52,2015-06-16T02:00:00Z,1,2015-04-26T02:00:00Z,24.3,2015-11-30T01:00:00Z,8.4,2015-11-30T01:00:00Z,3.9,2015-11-30T01:00:00Z
5,3292461,BS3,Barley_Spring_MTA,63288,https://doi.org/10.15454/SDIPMN,Nepal-23.3,BLOCK>PLOT,,,,,25,7,"BLOCK>PLOT:5,BLOCK:8",2015,67,2015-05-17T02:00:00Z,63,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.4,2015-11-20T01:00:00Z,8.4,2015-11-20T01:00:00Z,3.8,2015-11-20T01:00:00Z
24,3292157,BS3,Barley_Spring_MTA,63306,https://doi.org/10.15454/RAWMGK,HOR3726,BLOCK>PLOT,,,,,10,9,"BLOCK>PLOT:24,BLOCK:2",2015,67,2015-05-17T02:00:00Z,72,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.5,2015-11-30T01:00:00Z,8.4,2015-11-30T01:00:00Z,3.6,2015-11-30T01:00:00Z
57,3292191,BS3,Barley_Spring_MTA,63315,https://doi.org/10.15454/BD03AF,HOR3292,BLOCK>PLOT,,,,,11,20,"BLOCK>PLOT:57,BLOCK:4",2015,76,2015-05-26T02:00:00Z,66,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27,2015-11-30T01:00:00Z,10.2,2015-11-30T01:00:00Z,3.6,2015-11-30T01:00:00Z
18,3292247,BS3,Barley_Spring_MTA,63316,https://doi.org/10.15454/QGO51O,HOR3294,BLOCK>PLOT,,,,,14,16,"BLOCK>PLOT:18,BLOCK:4",2015,77,2015-05-27T02:00:00Z,71,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.7,2015-11-04T01:00:00Z,8.8,2015-11-04T01:00:00Z,4,2015-11-04T01:00:00Z
18,3292333,BS3,Barley_Spring_MTA,63318,https://doi.org/10.15454/HF5FM2,HOR9920,BLOCK>PLOT,,,,,19,2,"BLOCK>PLOT:18,BLOCK:6",2015,70,2015-05-20T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.2,2015-12-01T01:00:00Z,10,2015-12-01T01:00:00Z,3.4,2015-12-01T01:00:00Z
6,3292448,BS3,Barley_Spring_MTA,63318,https://doi.org/10.15454/HF5FM2,HOR9920,BLOCK>PLOT,,,,,24,14,"BLOCK>PLOT:6,BLOCK:9",2015,71,2015-05-21T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.2,2015-11-20T01:00:00Z,9.7,2015-11-20T01:00:00Z,3.3,2015-11-20T01:00:00Z
40,3292363,BS3,Barley_Spring_MTA,63321,https://doi.org/10.15454/MNADPC,HOR10508,BLOCK>PLOT,,,,,20,11,"BLOCK>PLOT:40,BLOCK:5",2015,78,2015-05-28T02:00:00Z,66,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.3,2015-10-28T01:00:00Z,12.4,2015-10-28T01:00:00Z,2.9,2015-10-28T01:00:00Z
46,3292283,BS3,Barley_Spring_MTA,63322,https://doi.org/10.15454/ED39MU,HOR10509,BLOCK>PLOT,,,,,16,12,"BLOCK>PLOT:46,BLOCK:5",2015,76,2015-05-26T02:00:00Z,79,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.4,2015-10-26T01:00:00Z,11.1,2015-10-26T01:00:00Z,3.5,2015-10-26T01:00:00Z
22,3292552,BS3,Barley_Spring_MTA,63327,https://doi.org/10.15454/72MQXI,HOR10162,BLOCK>PLOT,,,,,30,2,"BLOCK>PLOT:22,BLOCK:7",2015,60,2015-05-10T02:00:00Z,48,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.7,2015-10-21T02:00:00Z,8.6,2015-10-21T02:00:00Z,3.9,2015-10-21T02:00:00Z
42,3292516,BS3,Barley_Spring_MTA,63329,https://doi.org/10.15454/YVMKIF,HOR10280,BLOCK>PLOT,,,,,28,4,"BLOCK>PLOT:42,BLOCK:7",2015,62,2015-05-12T02:00:00Z,61,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,21.7,2015-12-01T01:00:00Z,9.3,2015-12-01T01:00:00Z,3,2015-12-01T01:00:00Z
17,3292469,BS3,Barley_Spring_MTA,63329,https://doi.org/10.15454/YVMKIF,HOR10280,BLOCK>PLOT,,,,,25,15,"BLOCK>PLOT:17,BLOCK:9",2015,64,2015-05-14T02:00:00Z,72,2015-06-16T02:00:00Z,2,2015-04-26T02:00:00Z,25.5,2015-10-26T01:00:00Z,8.9,2015-10-26T01:00:00Z,3.8,2015-10-26T01:00:00Z
8,3292162,BS3,Barley_Spring_MTA,63330,https://doi.org/10.15454/1I1SKG,HOR4469,BLOCK>PLOT,,,,,10,14,"BLOCK>PLOT:8,BLOCK:3",2015,80,2015-05-30T02:00:00Z,77,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.2,2015-12-01T01:00:00Z,8.2,2015-12-01T01:00:00Z,3.7,2015-12-01T01:00:00Z
63,3292305,BS3,Barley_Spring_MTA,63331,https://doi.org/10.15454/AGRRF5,HOR4288,BLOCK>PLOT,,,,,17,14,"BLOCK>PLOT:63,BLOCK:5",2015,71,2015-05-21T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.5,2015-10-27T01:00:00Z,8.6,2015-10-27T01:00:00Z,3.7,2015-10-27T01:00:00Z
47,3292210,BS3,Barley_Spring_MTA,63333,https://doi.org/10.15454/LJZBGG,HOR7326,BLOCK>PLOT,,,,,12,19,"BLOCK>PLOT:47,BLOCK:4",2015,72,2015-05-22T02:00:00Z,61,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.1,2015-11-03T01:00:00Z,9,2015-11-03T01:00:00Z,3.8,2015-11-03T01:00:00Z
25,3291977,BS3,Barley_Spring_MTA,63335,https://doi.org/10.15454/ROTL9T,HOR7328,BLOCK>PLOT,,,,,1,10,"BLOCK>PLOT:25,BLOCK:2",2015,68,2015-05-18T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.6,2015-11-20T01:00:00Z,10.1,2015-11-20T01:00:00Z,3.3,2015-11-20T01:00:00Z
41,3292099,BS3,Barley_Spring_MTA,63336,https://doi.org/10.15454/DBSRG4,HOR7329,BLOCK>PLOT,,,,,7,11,"BLOCK>PLOT:41,BLOCK:2",2015,63,2015-05-13T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.4,2015-11-19T01:00:00Z,9.3,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
18,3292320,BS3,Barley_Spring_MTA,63337,https://doi.org/10.15454/PFV5KU,HOR4450,BLOCK>PLOT,,,,,18,9,"BLOCK>PLOT:18,BLOCK:5",2015,92,2015-06-11T02:00:00Z,72,2015-06-16T02:00:00Z,1,2015-04-26T02:00:00Z,24,2015-10-27T01:00:00Z,9.4,2015-10-27T01:00:00Z,3.5,2015-10-27T01:00:00Z
12,3291990,BS3,Barley_Spring_MTA,63347,https://doi.org/10.15454/TLZ9I5,Arta-IPK,BLOCK>PLOT,,,,,2,2,"BLOCK>PLOT:12,BLOCK:1",2015,63,2015-05-13T02:00:00Z,45,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.7,2015-11-04T01:00:00Z,8,2015-11-04T01:00:00Z,3.8,2015-11-04T01:00:00Z
51,3291972,BS3,Barley_Spring_MTA,63349,https://doi.org/10.15454/BMVRIA,IQ 70061,BLOCK>PLOT,,,,,1,6,"BLOCK>PLOT:51,BLOCK:1",2015,63,2015-05-13T02:00:00Z,70,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,19.8,2015-11-19T01:00:00Z,7.5,2015-11-19T01:00:00Z,3.4,2015-11-19T01:00:00Z
64,3292325,BS3,Barley_Spring_MTA,63360,https://doi.org/10.15454/756CAE,K-14943,BLOCK>PLOT,,,,,18,14,"BLOCK>PLOT:64,BLOCK:5",2015,74,2015-05-24T02:00:00Z,60,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,20.3,2015-10-28T01:00:00Z,7.4,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z
51,3292549,BS3,Barley_Spring_MTA,63360,https://doi.org/10.15454/756CAE,K-14943,BLOCK>PLOT,,,,,29,18,"BLOCK>PLOT:51,BLOCK:9",2015,71,2015-05-21T02:00:00Z,52,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.5,2015-11-30T01:00:00Z,7.9,2015-11-30T01:00:00Z,3.7,2015-11-30T01:00:00Z
6,3292272,BS3,Barley_Spring_MTA,63361,https://doi.org/10.15454/GAE483,K-10628,BLOCK>PLOT,,,,,16,1,"BLOCK>PLOT:6,BLOCK:6",2015,79,2015-05-29T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.9,2015-11-30T01:00:00Z,12.5,2015-11-30T01:00:00Z,2.6,2015-11-30T01:00:00Z
57,3292147,BS3,Barley_Spring_MTA,63362,https://doi.org/10.15454/7SAKXK,Xin Mai 1 Hao,BLOCK>PLOT,,,,,9,19,"BLOCK>PLOT:57,BLOCK:3",2015,66,2015-05-16T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.7,2015-12-01T01:00:00Z,8.1,2015-12-01T01:00:00Z,3.8,2015-12-01T01:00:00Z
31,3292098,BS3,Barley_Spring_MTA,63364,https://doi.org/10.15454/D9YOE0,E Dong 85-1,BLOCK>PLOT,,,,,7,10,"BLOCK>PLOT:31,BLOCK:2",2015,64,2015-05-14T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.3,2015-11-19T01:00:00Z,9.2,2015-11-19T01:00:00Z,3.4,2015-11-19T01:00:00Z
40,3292478,BS3,Barley_Spring_MTA,63365,https://doi.org/10.15454/BHAQTY,Fu 8,BLOCK>PLOT,,,,,26,4,"BLOCK>PLOT:40,BLOCK:7",2015,71,2015-05-21T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.5,2015-10-28T01:00:00Z,9.9,2015-10-28T01:00:00Z,3.9,2015-10-28T01:00:00Z
12,3292116,BS3,Barley_Spring_MTA,63366,https://doi.org/10.15454/LGEGBX,Vladivostok,BLOCK>PLOT,,,,,8,8,"BLOCK>PLOT:12,BLOCK:2",2015,81,2015-05-31T02:00:00Z,70,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.6,2015-11-19T01:00:00Z,10.6,2015-11-19T01:00:00Z,3.5,2015-11-19T01:00:00Z
56,3292524,BS3,Barley_Spring_MTA,63367,https://doi.org/10.15454/OPATSC,Manchuria Native 1,BLOCK>PLOT,,,,,28,12,"BLOCK>PLOT:56,BLOCK:8",2015,68,2015-05-18T02:00:00Z,78,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.4,2015-10-21T02:00:00Z,8.3,2015-10-21T02:00:00Z,3.7,2015-10-21T02:00:00Z
11,3292180,BS3,Barley_Spring_MTA,63368,https://doi.org/10.15454/RKFQ4E,Fengtien Black,BLOCK>PLOT,,,,,11,9,"BLOCK>PLOT:11,BLOCK:5",2015,70,2015-05-20T02:00:00Z,77,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.7,2015-12-01T01:00:00Z,9.3,2015-12-01T01:00:00Z,3.8,2015-12-01T01:00:00Z
44,3292033,BS3,Barley_Spring_MTA,63369,https://doi.org/10.15454/EMOC0J,Harbin Native,BLOCK>PLOT,,,,,4,5,"BLOCK>PLOT:44,BLOCK:1",2015,74,2015-05-24T02:00:00Z,86,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.4,2015-11-19T01:00:00Z,9.3,2015-11-19T01:00:00Z,4,2015-11-19T01:00:00Z
30,3292404,BS3,Barley_Spring_MTA,63370,https://doi.org/10.15454/KJEGKS,Mulan,BLOCK>PLOT,,,,,22,10,"BLOCK>PLOT:30,BLOCK:8",2015,74,2015-05-24T02:00:00Z,96,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.7,2015-10-28T01:00:00Z,8.6,2015-10-28T01:00:00Z,3.9,2015-10-28T01:00:00Z
41,3292026,BS3,Barley_Spring_MTA,63371,https://doi.org/10.15454/1VK8BP,Itu Native,BLOCK>PLOT,,,,,3,18,"BLOCK>PLOT:41,BLOCK:3",2015,63,2015-05-13T02:00:00Z,53,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.6,2015-11-30T01:00:00Z,9.4,2015-11-30T01:00:00Z,3.5,2015-11-30T01:00:00Z
26,3292417,BS3,Barley_Spring_MTA,63372,https://doi.org/10.15454/HUU1ZX,Rajkiran,BLOCK>PLOT,,,,,23,3,"BLOCK>PLOT:26,BLOCK:7",2015,62,2015-05-12T02:00:00Z,44,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27,2015-11-04T01:00:00Z,10.1,2015-11-04T01:00:00Z,3.6,2015-11-04T01:00:00Z
13,3292389,BS3,Barley_Spring_MTA,63372,https://doi.org/10.15454/HUU1ZX,Rajkiran,BLOCK>PLOT,,,,,21,15,"BLOCK>PLOT:13,BLOCK:9",2015,65,2015-05-15T02:00:00Z,44,2015-06-16T02:00:00Z,2,2015-04-26T02:00:00Z,31.5,2015-11-04T01:00:00Z,12.4,2015-11-04T01:00:00Z,3.5,2015-11-04T01:00:00Z
27,3292018,BS3,Barley_Spring_MTA,63373,https://doi.org/10.15454/NY2DOZ,C-138,BLOCK>PLOT,,,,,3,10,"BLOCK>PLOT:27,BLOCK:2",2015,68,2015-05-18T02:00:00Z,53,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,19,2015-11-30T01:00:00Z,8.2,2015-11-30T01:00:00Z,3,2015-11-30T01:00:00Z
64,3292414,BS3,Barley_Spring_MTA,63373,https://doi.org/10.15454/NY2DOZ,C-138,BLOCK>PLOT,,,,,22,20,"BLOCK>PLOT:64,BLOCK:9",2015,65,2015-05-15T02:00:00Z,59,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.4,2015-11-03T01:00:00Z,9.1,2015-11-03T01:00:00Z,3.6,2015-11-03T01:00:00Z
46,3292190,BS3,Barley_Spring_MTA,63374,https://doi.org/10.15454/JNII72,BHS169,BLOCK>PLOT,,,,,11,19,"BLOCK>PLOT:46,BLOCK:4",2015,61,2015-05-11T02:00:00Z,55,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26,2015-11-30T01:00:00Z,10.3,2015-11-30T01:00:00Z,3.5,2015-11-30T01:00:00Z
15,3292260,BS3,Barley_Spring_MTA,63375,https://doi.org/10.15454/AJWMGU,Ratna,BLOCK>PLOT,,,,,15,9,"BLOCK>PLOT:15,BLOCK:5",2015,60,2015-05-10T02:00:00Z,41,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28,2015-10-28T01:00:00Z,10.4,2015-10-28T01:00:00Z,3.7,2015-10-28T01:00:00Z
20,3292287,BS3,Barley_Spring_MTA,63376,https://doi.org/10.15454/WTEGSM,Lakhan,BLOCK>PLOT,,,,,16,16,"BLOCK>PLOT:20,BLOCK:4",2015,61,2015-05-11T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,42.5,2015-11-30T01:00:00Z,18.9,2015-11-30T01:00:00Z,3.1,2015-11-30T01:00:00Z
52,3292204,BS3,Barley_Spring_MTA,63378,https://doi.org/10.15454/SF5MDI,Rewari,BLOCK>PLOT,,,,,12,13,"BLOCK>PLOT:52,BLOCK:5",2015,60,2015-05-10T02:00:00Z,49,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.5,2015-11-30T01:00:00Z,9.2,2015-11-30T01:00:00Z,3.5,2015-11-30T01:00:00Z
66,3292075,BS3,Barley_Spring_MTA,63379,https://doi.org/10.15454/G6K9UX,Churtanchan 1,BLOCK>PLOT,,,,,6,7,"BLOCK>PLOT:66,BLOCK:1",2015,77,2015-05-27T02:00:00Z,70,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,,,,,,
54,3292350,BS3,Barley_Spring_MTA,63380,https://doi.org/10.15454/ZVCDWJ,Pandukeshwar 2,BLOCK>PLOT,,,,,19,19,"BLOCK>PLOT:54,BLOCK:4",2015,68,2015-05-18T02:00:00Z,61,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,31.7,2015-10-28T01:00:00Z,12.1,2015-10-28T01:00:00Z,3.6,2015-10-28T01:00:00Z
22,3292443,BS3,Barley_Spring_MTA,63381,https://doi.org/10.15454/YWYXG6,Bijoria,BLOCK>PLOT,,,,,24,9,"BLOCK>PLOT:22,BLOCK:8",2015,64,2015-05-14T02:00:00Z,63,2015-06-16T02:00:00Z,2,2015-04-26T02:00:00Z,26.3,2015-11-04T01:00:00Z,9.2,2015-11-04T01:00:00Z,3.9,2015-11-04T01:00:00Z
3,3292219,BS3,Barley_Spring_MTA,63382,https://doi.org/10.15454/RESRV8,Bana,BLOCK>PLOT,,,,,13,8,"BLOCK>PLOT:3,BLOCK:5",2015,62,2015-05-12T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,26.2,2015-11-20T01:00:00Z,9.3,2015-11-20T01:00:00Z,3.7,2015-11-20T01:00:00Z
43,3292392,BS3,Barley_Spring_MTA,63382,https://doi.org/10.15454/RESRV8,Bana,BLOCK>PLOT,,,,,21,18,"BLOCK>PLOT:43,BLOCK:9",2015,61,2015-05-11T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,21.6,2015-11-20T01:00:00Z,8.5,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
16,3292293,BS3,Barley_Spring_MTA,63383,https://doi.org/10.15454/DRPKQK,Dairokkaku,BLOCK>PLOT,,,,,17,2,"BLOCK>PLOT:16,BLOCK:6",2015,62,2015-05-12T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.4,2015-10-27T01:00:00Z,9.5,2015-10-27T01:00:00Z,3.4,2015-10-27T01:00:00Z
63,3292394,BS3,Barley_Spring_MTA,63383,https://doi.org/10.15454/DRPKQK,Dairokkaku,BLOCK>PLOT,,,,,21,20,"BLOCK>PLOT:63,BLOCK:9",2015,63,2015-05-13T02:00:00Z,59,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.2,2015-11-20T01:00:00Z,9.3,2015-11-20T01:00:00Z,3.5,2015-11-20T01:00:00Z
13,3292136,BS3,Barley_Spring_MTA,63384,https://doi.org/10.15454/IDBC0Q,Nigatsuko,BLOCK>PLOT,,,,,9,8,"BLOCK>PLOT:13,BLOCK:2",2015,65,2015-05-15T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,32.2,2015-11-20T01:00:00Z,12.3,2015-11-20T01:00:00Z,3.7,2015-11-20T01:00:00Z
29,3292195,BS3,Barley_Spring_MTA,63742,https://doi.org/10.15454/0MREGX,HID380,BLOCK>PLOT,,,,,12,4,"BLOCK>PLOT:29,BLOCK:6",2015,82,2015-06-01T02:00:00Z,60,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,23.6,2015-12-01T01:00:00Z,9.4,2015-12-01T01:00:00Z,3.4,2015-12-01T01:00:00Z
44,3292243,BS3,Barley_Spring_MTA,63385,https://doi.org/10.15454/PQRZAX,Buhobori,BLOCK>PLOT,,,,,14,12,"BLOCK>PLOT:44,BLOCK:5",2015,70,2015-05-20T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,,,,,,
65,3292538,BS3,Barley_Spring_MTA,63387,https://doi.org/10.15454/4WBY0E,Hyanmaeg,BLOCK>PLOT,,,,,29,7,"BLOCK>PLOT:65,BLOCK:7",2015,70,2015-05-20T02:00:00Z,85,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.6,2015-11-30T01:00:00Z,10.1,2015-11-30T01:00:00Z,3.4,2015-11-30T01:00:00Z
9,3292332,BS3,Barley_Spring_MTA,63388,https://doi.org/10.15454/RIEFXV,Tongyeong Covered 1,BLOCK>PLOT,,,,,19,1,"BLOCK>PLOT:9,BLOCK:6",2015,74,2015-05-24T02:00:00Z,58,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,28.7,2015-10-27T01:00:00Z,10.6,2015-10-27T01:00:00Z,3.7,2015-10-27T01:00:00Z
17,3292300,BS3,Barley_Spring_MTA,63389,https://doi.org/10.15454/PZW4IT,Sariweon Yugmobori 1,BLOCK>PLOT,,,,,17,9,"BLOCK>PLOT:17,BLOCK:5",2015,87,2015-06-06T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27.7,2015-10-26T01:00:00Z,10.3,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z
48,3292040,BS3,Barley_Spring_MTA,63390,https://doi.org/10.15454/8V1JSM,Gupo Covered 2,BLOCK>PLOT,,,,,4,12,"BLOCK>PLOT:48,BLOCK:2",2015,79,2015-05-29T02:00:00Z,36,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.8,2015-11-19T01:00:00Z,9,2015-11-19T01:00:00Z,3.8,2015-11-19T01:00:00Z
41,3292425,BS3,Barley_Spring_MTA,63391,https://doi.org/10.15454/GKCVHT,Gho 4,BLOCK>PLOT,,,,,23,11,"BLOCK>PLOT:41,BLOCK:8",2015,67,2015-05-17T02:00:00Z,65,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,32,2015-11-02T01:00:00Z,12.1,2015-11-02T01:00:00Z,3.5,2015-11-02T01:00:00Z
57,3292543,BS3,Barley_Spring_MTA,63392,https://doi.org/10.15454/OKNG3B,Macha Khola 1,BLOCK>PLOT,,,,,29,12,"BLOCK>PLOT:57,BLOCK:8",2015,70,2015-05-20T02:00:00Z,67,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,27,2015-11-20T01:00:00Z,9,2015-11-20T01:00:00Z,4.1,2015-11-20T01:00:00Z
12,3292354,BS3,Barley_Spring_MTA,63393,https://doi.org/10.15454/XH0MKF,Kagbeni 2,BLOCK>PLOT,,,,,20,2,"BLOCK>PLOT:12,BLOCK:7",2015,67,2015-05-17T02:00:00Z,76,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.8,2015-10-28T01:00:00Z,8.9,2015-10-28T01:00:00Z,3.8,2015-10-28T01:00:00Z
64,3292556,BS3,Barley_Spring_MTA,63396,https://doi.org/10.15454/QOYA1M,TKN24b,BLOCK>PLOT,,,,,30,6,"BLOCK>PLOT:64,BLOCK:7",2015,69,2015-05-19T02:00:00Z,80,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29,2015-10-27T01:00:00Z,11.1,2015-10-27T01:00:00Z,3.7,2015-10-27T01:00:00Z
37,3292145,BS3,Barley_Spring_MTA,63397,https://doi.org/10.15454/D7TDDR,AC Oxbow,BLOCK>PLOT,,,,,9,17,"BLOCK>PLOT:37,BLOCK:3",2015,63,2015-05-13T02:00:00Z,50,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,20.1,2015-11-30T01:00:00Z,8.3,2015-11-30T01:00:00Z,3.2,2015-11-30T01:00:00Z
4,3292239,BS3,Barley_Spring_MTA,63398,https://doi.org/10.15454/0RX0ZP,Aliso,BLOCK>PLOT,,,,,14,8,"BLOCK>PLOT:4,BLOCK:5",2015,76,2015-05-26T02:00:00Z,69,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,30,2015-11-19T01:00:00Z,11.3,2015-11-19T01:00:00Z,3.7,2015-11-19T01:00:00Z
26,3292281,BS3,Barley_Spring_MTA,63399,https://doi.org/10.15454/UZMEW3,Arupo,BLOCK>PLOT,,,,,16,10,"BLOCK>PLOT:26,BLOCK:5",2015,61,2015-05-11T02:00:00Z,46,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.1,2015-10-26T01:00:00Z,8.7,2015-10-26T01:00:00Z,3.7,2015-10-26T01:00:00Z
31,3292424,BS3,Barley_Spring_MTA,63400,https://doi.org/10.15454/KCTDGG,Beecher,BLOCK>PLOT,,,,,23,10,"BLOCK>PLOT:31,BLOCK:8",2015,61,2015-05-11T02:00:00Z,64,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,16.8,2015-11-02T01:00:00Z,8.8,2015-11-02T01:00:00Z,2.5,2015-11-02T01:00:00Z
21,3292097,BS3,Barley_Spring_MTA,63402,https://doi.org/10.15454/H7AKCI,Chia,BLOCK>PLOT,,,,,7,9,"BLOCK>PLOT:21,BLOCK:2",2015,70,2015-05-20T02:00:00Z,75,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,25.6,2015-11-19T01:00:00Z,9.5,2015-11-19T01:00:00Z,3.7,2015-11-19T01:00:00Z
46,3292073,BS3,Barley_Spring_MTA,63403,https://doi.org/10.15454/NGLYYH,Compana,BLOCK>PLOT,,,,,6,5,"BLOCK>PLOT:46,BLOCK:1",2015,69,2015-05-19T02:00:00Z,62,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,24.4,2015-11-19T01:00:00Z,8.5,2015-11-19T01:00:00Z,3.9,2015-11-19T01:00:00Z
1,3292022,BS3,Barley_Spring_MTA,63404,https://doi.org/10.15454/3214JW,Diamond,BLOCK>PLOT,,,,,3,14,"BLOCK>PLOT:1,BLOCK:3",2015,72,2015-05-22T02:00:00Z,71,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,22.8,2015-12-01T01:00:00Z,9.8,2015-12-01T01:00:00Z,3.1,2015-12-01T01:00:00Z
47,3292303,BS3,Barley_Spring_MTA,63405,https://doi.org/10.15454/NERTF6,FNC 1,BLOCK>PLOT,,,,,17,12,"BLOCK>PLOT:47,BLOCK:5",2015,61,2015-05-11T02:00:00Z,56,2015-06-16T02:00:00Z,3,2015-04-26T02:00:00Z,29.9,2015-10-27T01:00:00Z,10.9,2015-10-27T01:00:00Z,3.6,2015-10-27T01:00:00Z
