observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,ColdTolerance(CO_321:1000271),ColdTolerance(CO_321:1000271).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,PlotGrainWeight(CO_321:1000073),PlotGrainWeight(CO_321:1000073).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-211Block4Plot51,3032242,WW3,Wheat_Winter_MTA,48246,https://doi.org/10.15454/0ZV6EU,KARMRAAT,VIRTUAL_TRIAL,,,,,16,19,,2015,"5,6",2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,6557377049",,"27,1186440678",,207,2015-05-15T02:00:00Z,103,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,354,2015-07-17T02:00:00Z,"11,8",
ww-212Block2Plot34,3032117,WW3,Wheat_Winter_MTA,48247,https://doi.org/10.15454/VZKXRQ,VIR23728,VIRTUAL_TRIAL,,,,,10,10,,2015,"6,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7372262774",,"32,3717948718",,210,2015-05-18T02:00:00Z,133,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,584,2015-07-17T02:00:00Z,"7,9",
ww-214Block1Plot16,3032030,WW3,Wheat_Winter_MTA,48248,https://doi.org/10.15454/FRRIPL,VIR31594,VIRTUAL_TRIAL,,,,,6,2,,2015,"6,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7635658915",,"50,2551020408",,216,2015-05-24T02:00:00Z,122,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,834,2015-07-17T02:00:00Z,"12,4",
ww-214Block9Plot17,3032413,WW3,Wheat_Winter_MTA,48248,https://doi.org/10.15454/FRRIPL,VIR31594,VIRTUAL_TRIAL,,,,,25,15,,2015,"7,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5682819383",,"37,2832369942",,218,2015-05-26T02:00:00Z,127,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,734,2015-07-17T02:00:00Z,16,
ww-215Block4Plot19,3032219,WW3,Wheat_Winter_MTA,48303,https://doi.org/10.15454/TETUUR,PASHMAK,VIRTUAL_TRIAL,,,,,15,16,,2015,"3,8",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7201834862",,"32,8451882845",,211,2015-05-19T02:00:00Z,112,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,604,2015-07-17T02:00:00Z,"14,6",
ww-216Block3Plot29,3031945,WW3,Wheat_Winter_MTA,48249,https://doi.org/10.15454/CKMZAS,VIR35030,VIRTUAL_TRIAL,,,,,1,17,,2015,"6,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,753968254",,"43,8799076212",,211,2015-05-19T02:00:00Z,118,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,632,2015-07-17T02:00:00Z,"13,6",
ww-217Block1Plot29,3032091,WW3,Wheat_Winter_MTA,48250,https://doi.org/10.15454/EIOKP1,VIR35539,VIRTUAL_TRIAL,,,,,9,3,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6823529412",,"44,1624365482",,210,2015-05-18T02:00:00Z,121,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,152,2015-07-17T02:00:00Z,"13,6",
ww-222Block8Plot18,3032504,WW3,Wheat_Winter_MTA,48251,https://doi.org/10.15454/FRDQ5O,VIR46301,VIRTUAL_TRIAL,,,,,30,8,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5882352941",,"49,3421052632",,205,2015-05-13T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,636,2015-07-17T02:00:00Z,10,
ww-227Block4Plot42,3032280,WW3,Wheat_Winter_MTA,48260,https://doi.org/10.15454/4ARYXV,TR 183,VIRTUAL_TRIAL,,,,,18,18,,2015,"7,4",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6375838926",,"43,7788018433",,207,2015-05-15T02:00:00Z,100,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,422,2015-07-17T02:00:00Z,"7,8",
ww-242Block2Plot2,3032075,WW3,Wheat_Winter_MTA,48310,https://doi.org/10.15454/SBOEPI,TRI 7258,VIRTUAL_TRIAL,,,,,8,7,,2015,"5,8",2015-06-15T02:00:00Z,8,2015-03-10T01:00:00Z,,,,,233,2015-06-10T02:00:00Z,108,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,53,2015-07-17T02:00:00Z,,
ww-245Block2Plot11,3032056,WW3,Wheat_Winter_MTA,48325,https://doi.org/10.15454/DE7DDW,DIC169,VIRTUAL_TRIAL,,,,,7,8,,2015,"7,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6691729323",,"43,2038834951",,216,2015-05-24T02:00:00Z,71,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,482,2015-07-17T02:00:00Z,"8,5",
ww-259Block1Plot62,3031955,WW3,Wheat_Winter_MTA,48322,https://doi.org/10.15454/AN99YM,ARBEL 05 MAY 2008,VIRTUAL_TRIAL,,,,,2,7,,2015,"11,4",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,221,2015-05-29T02:00:00Z,67,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,23,2015-07-17T02:00:00Z,,
ww-278Block1Plot17,3032050,WW3,Wheat_Winter_MTA,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,7,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,211,2015-05-19T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,404,2015-07-17T02:00:00Z,,
ww-284Block2Plot47,3031980,WW3,Wheat_Winter_MTA,21903,https://doi.org/10.15454/NOSQED,ANDES-56,VIRTUAL_TRIAL,,,,,3,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6688311688",,"37,3188405797",,202,2015-05-10T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,276,2015-07-17T02:00:00Z,"7,5",
ww-286Block4Plot8,3032199,WW3,Wheat_Winter_MTA,21944,https://doi.org/10.15454/451GMJ,ARKAS,VIRTUAL_TRIAL,,,,,14,15,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"37,4764595104",,211,2015-05-19T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,644,2015-07-17T02:00:00Z,"10,4",
ww-286Block9Plot6,3032393,WW3,Wheat_Winter_MTA,21944,https://doi.org/10.15454/451GMJ,ARKAS,VIRTUAL_TRIAL,,,,,24,14,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8127853881",,"37,7919320594",,210,2015-05-18T02:00:00Z,94,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,610,2015-07-17T02:00:00Z,"10,5",
ww-304Block1Plot63,3031975,WW3,Wheat_Winter_MTA,25045,https://doi.org/10.15454/5C1HEY,NAVARRO 150,VIRTUAL_TRIAL,,,,,3,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8007968127",,"41,1042944785",,211,2015-05-19T02:00:00Z,85,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,502,2015-07-17T02:00:00Z,"6,2",
ww-306Block4Plot24,3032318,WW3,Wheat_Winter_MTA,25617,https://doi.org/10.15454/IKN76O,ORFIELD,VIRTUAL_TRIAL,,,,,20,16,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6632996633",,"39,0099009901",,220,2015-05-28T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,400,2015-07-17T02:00:00Z,"11,5",
ww-313Block5Plot27,3032252,WW3,Wheat_Winter_MTA,21769,https://doi.org/10.15454/SZ9SBC,60293,VIRTUAL_TRIAL,,,,,17,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,9184397163",,"55,3418803419",,212,2015-05-20T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,974,2015-07-17T02:00:00Z,"10,9",
ww-318Block1Plot37,3032052,WW3,Wheat_Winter_MTA,21865,https://doi.org/10.15454/SZFE57,AIFENG-4,VIRTUAL_TRIAL,,,,,7,4,,2015,"2,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,688",,"46,2365591398",,198,2015-05-06T02:00:00Z,69,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,540,2015-07-17T02:00:00Z,"8,8",
ww-331Block3Plot13,3032023,WW3,Wheat_Winter_MTA,22091,https://doi.org/10.15454/PT4OLY,BERZATACA,VIRTUAL_TRIAL,,,,,5,15,,2015,"7,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7305699482",,"42,3423423423",,213,2015-05-21T02:00:00Z,113,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,428,2015-07-17T02:00:00Z,"11,6",
ww-334Block5Plot40,3032313,WW3,Wheat_Winter_MTA,22174,https://doi.org/10.15454/KE3YRC,BLONDYNKA,VIRTUAL_TRIAL,,,,,20,11,,2015,"5,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7627118644",,"46,6321243523",,222,2015-05-30T02:00:00Z,128,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,342,2015-07-17T02:00:00Z,"9,8",
ww-334Block9Plot33,3032338,WW3,Wheat_Winter_MTA,22174,https://doi.org/10.15454/KE3YRC,BLONDYNKA,VIRTUAL_TRIAL,,,,,21,17,,2015,"4,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7279693487",,"38,9344262295",,220,2015-05-28T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,430,2015-07-17T02:00:00Z,13,
ww-335Block1Plot28,3032071,WW3,Wheat_Winter_MTA,22175,https://doi.org/10.15454/C7V5J6,BLUEBOY,VIRTUAL_TRIAL,,,,,8,3,,2015,"2,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7527472527",,"32,0843091335",,213,2015-05-21T02:00:00Z,89,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,384,2015-07-17T02:00:00Z,"10,3",
ww-262Block8Plot32,3032389,WW3,Wheat_Winter_MTA,48326,https://doi.org/10.15454/ITVRXF,DIC193,VIRTUAL_TRIAL,,,,,24,10,,2015,"10,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5396825397",,"56,6666666667",,210,2015-05-18T02:00:00Z,131,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,472,2015-07-17T02:00:00Z,"9,3",
ww-267Block5Plot4,3032193,WW3,Wheat_Winter_MTA,48266,https://doi.org/10.15454/W8B6TQ,PI 362071,VIRTUAL_TRIAL,,,,,14,8,,2015,"7,3",2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,,,,,226,2015-06-03T02:00:00Z,133,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,246,2015-07-17T02:00:00Z,,
ww-275Block5Plot6,3032231,WW3,Wheat_Winter_MTA,48331,https://doi.org/10.15454/8GEING,TRI 7818,VIRTUAL_TRIAL,,,,,16,8,,2015,"6,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5441176471",,"48,8986784141",,211,2015-05-19T02:00:00Z,108,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,88,2015-07-17T02:00:00Z,"10,5",
ww-337Block6Plot61,3032210,WW3,Wheat_Winter_MTA,22219,https://doi.org/10.15454/VGX7C2,SOLTANE,VIRTUAL_TRIAL,,,,,15,7,,2015,"2,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6634615385",,"53,0769230769",,201,2015-05-09T02:00:00Z,80,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,450,2015-07-17T02:00:00Z,"8,7",
ww-341Block5Plot24,3032195,WW3,Wheat_Winter_MTA,22509,https://doi.org/10.15454/N9D2MY,COPPADRA,VIRTUAL_TRIAL,,,,,14,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6304347826",,"32,044198895",,216,2015-05-24T02:00:00Z,104,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,388,2015-07-17T02:00:00Z,"10,8",
ww-345Block5Plot23,3032177,WW3,Wheat_Winter_MTA,22552,https://doi.org/10.15454/UKWYBA,D130-63,VIRTUAL_TRIAL,,,,,13,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7383512545",,"40,6311637081",,225,2015-06-02T02:00:00Z,135,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,572,2015-07-17T02:00:00Z,"13,4",
ww-345Block9Plot69,3032457,WW3,Wheat_Winter_MTA,22552,https://doi.org/10.15454/UKWYBA,D130-63,VIRTUAL_TRIAL,,,,,27,20,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6070381232",,"36,3157894737",,221,2015-05-29T02:00:00Z,140,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,624,2015-07-17T02:00:00Z,"15,9",
ww-350Block4Plot13,3032297,WW3,Wheat_Winter_MTA,22674,https://doi.org/10.15454/LH6GHM,DNEPROVSKAIA,VIRTUAL_TRIAL,,,,,19,15,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,,,"50,8771929825",,211,2015-05-19T02:00:00Z,85,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,364,2015-07-17T02:00:00Z,"11,5",
ww-356Block5Plot34,3032196,WW3,Wheat_Winter_MTA,22828,https://doi.org/10.15454/V9KYXU,FLAMURA-85,VIRTUAL_TRIAL,,,,,14,11,,2015,"3,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7593360996",,"47,7806788512",,208,2015-05-16T02:00:00Z,80,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,444,2015-07-17T02:00:00Z,"8,6",
ww-356Block9Plot21,3032491,WW3,Wheat_Winter_MTA,22828,https://doi.org/10.15454/V9KYXU,FLAMURA-85,VIRTUAL_TRIAL,,,,,29,15,,2015,"4,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6454183267",,"45,3781512605",,206,2015-05-14T02:00:00Z,78,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,636,2015-07-17T02:00:00Z,10,
ww-358Block3Plot21,3031984,WW3,Wheat_Winter_MTA,22883,https://doi.org/10.15454/YMS2YE,FUKUHOKOMUGI,VIRTUAL_TRIAL,,,,,3,16,,2015,"4,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7741935484",,"38,6058981233",,197,2015-05-05T02:00:00Z,70,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,320,2015-07-17T02:00:00Z,"8,2",
ww-363Block2Plot28,3031998,WW3,Wheat_Winter_MTA,22980,https://doi.org/10.15454/R3AHM5,GODOLLOI 15,VIRTUAL_TRIAL,,,,,4,10,,2015,"3,4",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7536945813",,"35,4166666667",,207,2015-05-15T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,570,2015-07-17T02:00:00Z,"9,2",
ww-378Block3Plot34,3032045,WW3,Wheat_Winter_MTA,23299,https://doi.org/10.15454/I4TFJW,KOLBEN 3,VIRTUAL_TRIAL,,,,,6,17,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6815642458",,"35,1585014409",,208,2015-05-16T02:00:00Z,105,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,286,2015-07-17T02:00:00Z,"11,1",
ww-382Block6Plot33,3032227,WW3,Wheat_Winter_MTA,23391,https://doi.org/10.15454/EGRGJ6,LONTOI,VIRTUAL_TRIAL,,,,,16,4,,2015,"6,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7374301676",,"39,2857142857",,210,2015-05-18T02:00:00Z,120,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,674,2015-07-17T02:00:00Z,"12,2",
ww-385Block3Plot58,3031948,WW3,Wheat_Winter_MTA,23454,https://doi.org/10.15454/PNWZDT,MALGORZATKA UDYCKA,VIRTUAL_TRIAL,,,,,1,20,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7725947522",,"53,5353535354",,218,2015-05-26T02:00:00Z,128,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,262,2015-07-17T02:00:00Z,"12,7",
ww-387Block5Plot28,3032272,WW3,Wheat_Winter_MTA,23515,https://doi.org/10.15454/0E7LF9,MASTER,VIRTUAL_TRIAL,,,,,18,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7255520505",,"43,3145009416",,216,2015-05-24T02:00:00Z,86,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,394,2015-07-17T02:00:00Z,"9,8",
ww-390Block1Plot52,3031954,WW3,Wheat_Winter_MTA,23532,https://doi.org/10.15454/XBRA8Q,MEIRA,VIRTUAL_TRIAL,,,,,2,6,,2015,"7,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7268041237",,"58,75",,214,2015-05-22T02:00:00Z,123,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,552,2015-07-17T02:00:00Z,"10,7",
ww-393Block3Plot44,3032046,WW3,Wheat_Winter_MTA,23585,https://doi.org/10.15454/VXMACR,MISHRAGANI,VIRTUAL_TRIAL,,,,,6,18,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5952380952",,"38,3141762452",,208,2015-05-16T02:00:00Z,94,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,412,2015-07-17T02:00:00Z,"11,6",
ww-397Block6Plot20,3032150,WW3,Wheat_Winter_MTA,23683,https://doi.org/10.15454/TRCEFY,NACHIPUNDO,VIRTUAL_TRIAL,,,,,12,3,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8416289593",,"29,0171606864",,209,2015-05-17T02:00:00Z,104,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,188,2015-07-17T02:00:00Z,"9,4",
ww-399Block3Plot60,3031988,WW3,Wheat_Winter_MTA,23782,https://doi.org/10.15454/4XWKIT,NZ(81)P43,VIRTUAL_TRIAL,,,,,3,20,,2015,"3,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7469879518",,"43,0555555556",,207,2015-05-15T02:00:00Z,71,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,368,2015-07-17T02:00:00Z,"8,1",
ww-400Block8Plot25,3032446,WW3,Wheat_Winter_MTA,23785,https://doi.org/10.15454/DI8YMW,ODESSA EXP.STA.17413,VIRTUAL_TRIAL,,,,,27,9,,2015,"3,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"34,0740740741",,208,2015-05-16T02:00:00Z,87,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,156,2015-07-17T02:00:00Z,10,
ww-402Block8Plot49,3032334,WW3,Wheat_Winter_MTA,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,21,12,,2015,"4,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,701986755",,"34,8684210526",,210,2015-05-18T02:00:00Z,109,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,568,2015-07-17T02:00:00Z,9,
ww-402Block9Plot72,3032515,WW3,Wheat_Winter_MTA,23791,https://doi.org/10.15454/EW1I0E,ODESSA EXP.STA.21821,VIRTUAL_TRIAL,,,,,30,20,,2015,"6,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5938697318",,"41,8918918919",,209,2015-05-17T02:00:00Z,109,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,630,2015-07-17T02:00:00Z,10,
ww-406Block8Plot30,3032351,WW3,Wheat_Winter_MTA,23824,https://doi.org/10.15454/TNEWE9,ORLANDI,VIRTUAL_TRIAL,,,,,22,10,,2015,"3,7",2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,7966101695",,"34,9442379182",,209,2015-05-17T02:00:00Z,66,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,238,2015-07-17T02:00:00Z,"9,5",
ww-432Block7Plot49,3032403,WW3,Wheat_Winter_MTA,25066,https://doi.org/10.15454/82WZJV,SANUNU,VIRTUAL_TRIAL,,,,,25,5,,2015,"4,7",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5263157895",,"25,0521920668",,209,2015-05-17T02:00:00Z,77,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,406,2015-07-17T02:00:00Z,"10,5",
ww-477Block7Plot56,3032347,WW3,Wheat_Winter_MTA,22079,https://doi.org/10.15454/IM7BXJ,BENCHUNG,VIRTUAL_TRIAL,,,,,22,6,,2015,0,2015-06-15T02:00:00Z,4,2015-03-10T01:00:00Z,"0,7435897436",,"19,0163934426",,206,2015-05-14T02:00:00Z,83,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,132,2015-07-17T02:00:00Z,"9,4",
ww-479Block2Plot25,3031938,WW3,Wheat_Winter_MTA,22450,https://doi.org/10.15454/EJYFYD,CHIRKUNG,VIRTUAL_TRIAL,,,,,1,10,,2015,"1,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6510638298",,"23,3944954128",,208,2015-05-16T02:00:00Z,83,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,256,2015-07-17T02:00:00Z,"9,3",
ww-480Block8Plot47,3032487,WW3,Wheat_Winter_MTA,22464,https://doi.org/10.15454/NRCMSV,CHYAMTANG,VIRTUAL_TRIAL,,,,,29,11,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7570093458",,"30,6818181818",,208,2015-05-16T02:00:00Z,94,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,198,2015-07-17T02:00:00Z,"12,2",
ww-481Block1Plot54,3031994,WW3,Wheat_Winter_MTA,22881,https://doi.org/10.15454/HNDHIN,FRONTHATCH,VIRTUAL_TRIAL,,,,,4,6,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7569060773",,"34,8600508906",,210,2015-05-18T02:00:00Z,108,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,496,2015-07-17T02:00:00Z,"10,5",
ww-452Block5Plot41,3032139,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,12,,2015,"5,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7932960894",,"56,8",,205,2015-05-13T02:00:00Z,98,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,582,2015-07-17T02:00:00Z,"10,6",
ww-453Block5Plot11,3032136,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,11,9,,2015,5,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8516129032",,"42,7184466019",,209,2015-05-17T02:00:00Z,99,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,450,2015-07-17T02:00:00Z,"10,8",
ww-454Block4Plot39,3032221,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,15,18,,2015,"7,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,550802139",,"32,8025477707",,211,2015-05-19T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,374,2015-07-17T02:00:00Z,"12,8",
ww-455Block7Plot41,3032441,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,27,4,,2015,"5,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"24,2990654206",,209,2015-05-17T02:00:00Z,94,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,408,2015-07-17T02:00:00Z,11,
ww-456Block5Plot56,3032236,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,16,13,,2015,"3,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7571428571",,"43,8016528926",,205,2015-05-13T02:00:00Z,108,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,468,2015-07-17T02:00:00Z,"10,5",
ww-460Block1Plot46,3032033,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,6,5,,2015,"5,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,671641791",,"41,6666666667",,210,2015-05-18T02:00:00Z,115,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,542,2015-07-17T02:00:00Z,"9,5",
ww-461Block4Plot53,3032281,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,18,19,,2015,"7,2",2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,6543209877",,"40,9266409266",,211,2015-05-19T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,456,2015-07-17T02:00:00Z,"10,8",
ww-462Block5Plot64,3032276,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,18,14,,2015,"6,4",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,70625",,"39,9293286219",,212,2015-05-20T02:00:00Z,109,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,560,2015-07-17T02:00:00Z,"10,9",
ww-464Block3Plot63,3032048,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,6,20,,2015,"8,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,524691358",,"31,1355311355",,212,2015-05-20T02:00:00Z,102,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,606,2015-07-17T02:00:00Z,"12,6",
ww-467Block7Plot33,3032499,WW3,Wheat_Winter_MTA,26180,https://doi.org/10.15454/APENEV,LANDRACE,VIRTUAL_TRIAL,,,,,30,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,543956044",,"34,8591549296",,211,2015-05-19T02:00:00Z,118,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,390,2015-07-17T02:00:00Z,14,
