id,name,class,description,entity,attribute,xref
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0000393,In-season aboveground biomass,AgronomicalTrait,All above-ground biomass at any developmental stage and/or at regular intervals from the emergence to physiological maturity.,Plant,Aboveground biomass In-season,
0000089,Insect damage,BioticStressTrait,The plant damage caused by insects.,Plant,Insect damage,
0000089,Insect damage,BioticStressTrait,The plant damage caused by insects.,Plant,Insect damage,
0000106,Karnal bunt incidence,BioticStressTrait,Karnal bunt incidence in the plants caused by the agent Tilletia indica (syn. Neovossia indica).,Spike,Karnal bunt incidence,
0000184,Leaf area index,AgronomicalTrait,It is a dimensionless quantity that characterizes plant canopies and defined as the leaf area per unit ground surface area.,Plant,Leaf area index,
0000196,Leaf carbon isotope discrimination,PhysiologicalTrait,"Leaves carbon isotope discrimination can be measured in the leaves during early canopy development in well irrigated trials, in which case genotypic effects will be related mainly to transpiration efficiency.",Leaf,Carbon isotope discrimination,
0000028,Leaf chlorophyll content,PhysiologicalTrait,Chlorophyll content in leaf green tissue. It includes both chlorophyll-a and chlorophyll-b. Chlorophyll is the green pigment found in plants.,Leaf,Chlorophyll content,
0000048,Leaf glaucousness,MorphologicalTrait,Glaucousness in leaf.,Leaf,Glaucousness,
0000048,Leaf glaucousness,MorphologicalTrait,Glaucousness in leaf.,Leaf,Glaucousness,
0000044,Leaf length,MorphologicalTrait,Length of leaf.,Leaf,Length,
0000045,Leaf pubescence density,MorphologicalTrait,Leaf hairiness density.,Leaf,Pubescence density,
0000046,Leaf pubescence length,MorphologicalTrait,Leaf pubescent length.,Leaf,Pubescence length,
0000897,Leaf rust coefficient of infection,BioticStressTrait,Leaf rust (brown rust) incidence/severity/response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust coefficient of infection,
0000898,Leaf rust incidence,BioticStressTrait,Leaf rust (brown rust) incidence in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust incidence,
0000899,Leaf rust legacy,BioticStressTrait,Leaf rust (brown rust) incidence/severity/response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust legacy,
0000687,Leaf rust notes,BioticStressTrait,Leaf rust (brown rust) incidence/severity/response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust notes,
0000178,Leaf rust plant response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust plant response,
0000178,Leaf rust plant response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust plant response,
0000178,Leaf rust plant response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust plant response,
0000901,Leaf rust seedling response,BioticStressTrait,Leaf rust (brown rust) response in the plants caused by the agent Puccinia recondita.,Seedling,Leaf rust seedling response,
0000902,Leaf rust severity,BioticStressTrait,Leaf rust (brown rust) severity in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust severity,
0000902,Leaf rust severity,BioticStressTrait,Leaf rust (brown rust) severity in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust severity,
0000018,Leaf stomatal conductance,PhysiologicalTrait,Rate of passage of either water vapor or carbon dioxide through the stomata.,Leaf,Stomatal conductance,
0000143,Leaf stomatal frequency,MorphologicalTrait,Number of stomata counted per unit area on the leaf surface.,Leaf,Stomatal frequency,
0000063,Leaf stomatal resistance,PhysiologicalTrait,Resistance to diffusion of water vapor through a plant stomata.,Leaf,Stomatal resistance,
0000142,Leaf stomatal size,MorphologicalTrait,Stomata size.,Leaf,Stomatal size,
0000047,Leaf thickness,MorphologicalTrait,Measurement of leaf thickness.,Leaf,Thickness,
0000175,Leaf tip necrosis incidence,MorphologicalTrait,"A physiological phenomenon caused by hot, dry and windy weather. the whole tip of the flag leaf tends to be necrotic and will often fold over. leaf tip necrosis progresses from the margins of the flag leaf tip and lower leaves as well show some signs of it. leaf tip necrosis is observed to some extent in all wheat varieties containing the leaf rust gene resistance gene lr34.",Leaf,Tip necrosis,
0000049,Leaf width,MorphologicalTrait,Width of leaf.,Leaf,Width,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,
0000921,Loose smut incidence,BioticStressTrait,Loose smut incidence in the plants caused by Ustilago tritici.,Spike,Loose smut incidence,
0000921,Loose smut incidence,BioticStressTrait,Loose smut incidence in the plants caused by Ustilago tritici.,Spike,Loose smut incidence,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000022,Maturity time,PhenologicalTrait,Maturity time starts at hard dough stage (ds87) often called physiological maturity.,Plant,Maturity time,
0000170,Net blotch incidence,BioticStressTrait,Net blotch incidence in the plants caused by the agent Pyrenophora teres (helminthosporium teres).,Leaf,Net blotch incidence,
0000406,Net blotch severity,BioticStressTrait,Net blotch severity in the plants caused by the agent Pyrenophora teres (Helminthosporium teres).,Leaf,Net blotch severity,
0000051,Node number,MorphologicalTrait,Number of nodes in the main stem.,Stem,Node number,
0000054,Peduncle glaucousness,MorphologicalTrait,Glaucousness in peduncle.,Peduncle,Glaucousness,
0000052,Peduncle length,MorphologicalTrait,Length of peduncle.,Peduncle,Length,
0000050,Peduncle neck break,AgronomicalTrait,Observation of spike break from the base of head.,Peduncle,Neck break,
0000053,Peduncle pubescence density,MorphologicalTrait,Peduncle hairiness density.,Peduncle,Pubescence density,
0000009,Plant early vigour,AgronomicalTrait,Capacity of a seedling or plant to grow vegetatively in early stages of development.,Plant,Early vigour,
0000015,Plant growth habit,AgronomicalTrait,The growth habit of the plant whether erect/semi-erect/semi-spreading/spreading/prostrate.,Plant,Growth habit,
0000020,Plant height,AgronomicalTrait,"Height of plant from ground to top of spike, excluding awns.",Plant,Height,
0000020,Plant height,AgronomicalTrait,"Height of plant from ground to top of spike, excluding awns.",Plant,Height,
0000020,Plant height,AgronomicalTrait,"Height of plant from ground to top of spike, excluding awns.",Plant,Height,
0000186,Plant hybrid necrosis incidence,AgronomicalTrait,Observation of hybrid necrosis.,Plant,Hybrid necrosis incidence,
0000672,Plant photoperiod response,PhysiologicalTrait,Extent to which long days hasten flowering.,Plant,Photoperiod response,
0000187,Plant stand,AgronomicalTrait,Plant population or plant density.,Plant,Stand,
0000187,Plant stand,AgronomicalTrait,Plant population or plant density.,Plant,Stand,
0000187,Plant stand,AgronomicalTrait,Plant population or plant density.,Plant,Stand,
0000187,Plant stand,AgronomicalTrait,Plant population or plant density.,Plant,Stand,
0000670,Plant vegetative period,PhenologicalTrait,Time period between emergence (ds10) and first node detectable (ds31).,Plant,Vegetative period,
0000670,Plant vegetative period,PhenologicalTrait,Time period between emergence (ds10) and first node detectable (ds31).,Plant,Vegetative period,
0000680,Plant vigour,AgronomicalTrait,Capacity of the plant to grow.,Plant,Vigour,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,
0000938,Powdery mildew legacy,BioticStressTrait,Powdery mildew incidence/severity/response in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew legacy,
0000939,Powdery mildew severity,BioticStressTrait,Powdery mildew severity in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew severity,
0000939,Powdery mildew severity,BioticStressTrait,Powdery mildew severity in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew severity,
0000112,Pratylenchus neglectus damage,BioticStressTrait,"The plant damage caused by root-lesion nematode, Pratylenchus neglectus.",Root,Pratylenchus neglectus damage,
0000113,Pratylenchus thornei damage,BioticStressTrait,"The plant damage caused by root-lesion nematode, Pratylenchus thornei.",Root,Pratylenchus thornei damage,
0000668,Reproductive period,PhenologicalTrait,Time between double ridge (approx. ds14) and anthesis (ds65).,Plant,Reproductive period,
0000668,Reproductive period,PhenologicalTrait,Time between double ridge (approx. ds14) and anthesis (ds65).,Plant,Reproductive period,
0000681,Rhizoctonia root rot incidence,BioticStressTrait,Rhizoctonia root rot incidence in the plants caused by the agent Rhizoctonia solani.,Plant,Rhizoctonia root rot incidence,
0000090,Rodent damage,BioticStressTrait,The plant damage caused by rodent.,Plant,Rodent damage,
0000682,Root disease development,BioticStressTrait,The plant damage caused by root diseases.,Root,Root disease development,
0000161,Root lesion nematode damage,BioticStressTrait,"The plant damage caused by root-lesion nematodes, Pratylenchus spp.",Root,Root lesion nematode damage,
0000091,Russian wheat aphid damage,BioticStressTrait,"The plant damage caused by Russian wheat aphid, Diuraphis noxis.",Plant,Russian wheat aphid damage,
0000132,Salinity tolerance,AbioticStressTrait,Plant tolerance to soil salinity.,Plant,Salinity tolerance,
0000092,Sawfly damage,BioticStressTrait,"The plant damage caused by sawfly, Cephus cinctus.",Plant,Sawfly damage,
0000110,Seed gall nematode damage,BioticStressTrait,The wheat seed-gall nematode damage caused by Anguina tritici.,Plant,Seed gall nematode damage,
0000075,Semolina color,QualityTrait,The semolina color.,Semolina,Color,
0000074,Semolina protein content,QualityTrait,Protein content in durum wheat semolina.,Semolina,Protein content,
0000074,Semolina protein content,QualityTrait,Protein content in durum wheat semolina.,Semolina,Protein content,
0000674,Semolina yellow pigment content,QualityTrait,Semolina yellow pigment content due to the presence of xanthophyll and other related compounds.,Semolina,Yellow pigment content,
0000914,Septoria blotch incidence,BioticStressTrait,Septoria blotch incidence in the plants caused by the agent Septoria species.,Leaf,Septoria blotch incidence,
0000916,Septoria blotch legacy,BioticStressTrait,Septoria blotch incidence/severity/response in the plants caused by the agent Septoria species.,Leaf,Septoria blotch legacy,
0000916,Septoria blotch legacy,BioticStressTrait,Septoria blotch incidence/severity/response in the plants caused by the agent Septoria species.,Leaf,Septoria blotch legacy,
0000715,Septoria blotch plant response,BioticStressTrait,Septoria blotch response in the plants caused by the agent Septoria species.,Leaf,Septoria blotch plant response,
0000715,Septoria blotch plant response,BioticStressTrait,Septoria blotch response in the plants caused by the agent Septoria species.,Leaf,Septoria blotch plant response,
0000714,Septoria blotch severity,BioticStressTrait,Septoria blotch severity in the plants caused by the agent Septoria species.,Leaf,Septoria blotch severity,
0000714,Septoria blotch severity,BioticStressTrait,Septoria blotch severity in the plants caused by the agent Septoria species.,Leaf,Septoria blotch severity,
0000714,Septoria blotch severity,BioticStressTrait,Septoria blotch severity in the plants caused by the agent Septoria species.,Leaf,Septoria blotch severity,
0000917,Septoria nodorum blotch incidence,BioticStressTrait,Septoria nodorum blotch incidence in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch incidence,
0000917,Septoria nodorum blotch incidence,BioticStressTrait,Septoria nodorum blotch incidence in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch incidence,
0000918,Septoria nodorum blotch legacy,BioticStressTrait,Septoria nodorum blotch incidence/severity/response in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch legacy,
0000918,Septoria nodorum blotch legacy,BioticStressTrait,Septoria nodorum blotch incidence/severity/response in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch legacy,
0000717,Septoria nodorum blotch severity,BioticStressTrait,Septoria nodorum blotch severity in the plants caused by the agent Stagonospora nodorum (syn. Septoria glume blotch) (Phaeosphaeria nodorum (E. Müller) Hedjaroude (syn. Stagonospora nodorum).,Plant,Septoria nodorum blotch severity,
0000919,Septoria tritici blotch incidence,BioticStressTrait,Septoria tritici blotch incidence in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch incidence,
0000919,Septoria tritici blotch incidence,BioticStressTrait,Septoria tritici blotch incidence in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch incidence,
0000920,Septoria tritici blotch legacy,BioticStressTrait,Septoria tritici blotch incidence/severity/response in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch legacy,
0000920,Septoria tritici blotch legacy,BioticStressTrait,Septoria tritici blotch incidence/severity/response in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch legacy,
0000719,Septoria tritici blotch plant response,BioticStressTrait,Septoria tritici blotch response in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch plant response,
0000718,Septoria tritici blotch severity,BioticStressTrait,Septoria tritici blotch severity in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch severity,
0000718,Septoria tritici blotch severity,BioticStressTrait,Septoria tritici blotch severity in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch severity,
0000683,Sharp eyespot incidence,BioticStressTrait,Sharp eyespot incidence in the plants caused by the agent Rhizoctonia cerealis.,Plant,Sharp eyespot incidence,
0000093,Snail damage,BioticStressTrait,The plant damage caused by snails.,Plant,Snail damage,
0000173,Soil borne mosaic incidence,BioticStressTrait,Soil borne mosaic incidence in the plants caused by the agent soilborne wheat mosaic virus (sbwmv) which is vectored by Plasmodiophorid polymyxa graminis.,Leaf,Soil borne mosaic incidence,
0000115,Southern blight plant response,BioticStressTrait,Southern blight response in the plants caused by the agent Corticum rolfsii (Sclerotium rolfsii).,Plant,Southern blight plant response,
0000027,Spike awnedness,MorphologicalTrait,Observation of awn type whether awnless/awnletted (short awns)/awned (conspicious awns).,Spike,Awnedness,
0000055,Spike density,MorphologicalTrait,Density or compactness of a wheat spike.,Spike,Density,
0000684,Spike disease development,BioticStressTrait,The plant damage caused by spike diseases.,Spike,Spike disease development,
0000056,Spike length,MorphologicalTrait,Length of spike.,Spike,Length,
0000166,Spike number,AgronomicalTrait,"Number of spikes (fertile culms) per unit area, sample or plant.",Spike,Number,
0000166,Spike number,AgronomicalTrait,"Number of spikes (fertile culms) per unit area, sample or plant.",Spike,Number,
0000057,Spike shattering,AgronomicalTrait,Observation of grains dehiscence from spike at maturity.,Spike,Shattering,
0000659,Spike threshability,MorphologicalTrait,Threshability (ease to thresh) is a score where several spike-related traits such as rachis fragility (brittle or non-brittle rachis) and glume tenacity (hulled or free-threshing).,Spike,Threshability,
0000058,Spikelet number,AgronomicalTrait,Number of spikelets per spike.,Spikelet,Number,
0000912,Spot blotch incidence,BioticStressTrait,Spot blotch incidence in the plants caused by the agent Cochliobolus sativus (helminthosporium sativum).,Leaf,Spot blotch incidence,
0000912,Spot blotch incidence,BioticStressTrait,Spot blotch incidence in the plants caused by the agent Cochliobolus sativus (helminthosporium sativum).,Leaf,Spot blotch incidence,
0000913,Spot blotch legacy,BioticStressTrait,Spot blotch incidence/severity/response in the plants caused by the agent Cochliobolus sativus (helminthosporium sativum).,Leaf,Spot blotch legacy,
0000913,Spot blotch legacy,BioticStressTrait,Spot blotch incidence/severity/response in the plants caused by the agent Cochliobolus sativus (helminthosporium sativum).,Leaf,Spot blotch legacy,
0000723,Spot blotch severity,BioticStressTrait,Spot blotch severity in the plants caused by the agent Cochliobolus sativus (Helminthosporium sativum).,Leaf,Spot blotch severity,
0000723,Spot blotch severity,BioticStressTrait,Spot blotch severity in the plants caused by the agent Cochliobolus sativus (Helminthosporium sativum).,Leaf,Spot blotch severity,
0000081,Sprouting tolerance,AbioticStressTrait,Tolerance of grain to sprout when in the spike.,Grain,Sprouting tolerance,
0000062,Stem diameter,MorphologicalTrait,Stem outer diameter.,Stem,Diameter,
0000060,Stem length,MorphologicalTrait,Length of stem.,Stem,Length,
0000688,Stem rust coefficient of infection,BioticStressTrait,Stem rust (black rust) incidence/severity/response in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust coefficient of infection,
0000903,Stem rust notes,BioticStressTrait,Stem rust (black rust) incidence/severity/response in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust notes,
0000177,Stem rust plant response,BioticStressTrait,Stem rust (black rust) response in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust plant response,
0000904,Stem rust seedling response,BioticStressTrait,Stem rust (black rust) response in the plants caused by the agent Puccinia graminis f.sp. tritici.,Seedling,Stem rust seedling response,
0000905,Stem rust severity,BioticStressTrait,Stem rust (black rust) severity in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust severity,
0000905,Stem rust severity,BioticStressTrait,Stem rust (black rust) severity in the plants caused by the agent Puccinia graminis f.sp. tritici.,Plant,Stem rust severity,
0000061,Stem solidness,MorphologicalTrait,Solidness of stem.,Stem,Solidness,
0000657,Stem strength,MorphologicalTrait,Strength of the culm.,Stem,Strength,
0000658,Stem wall thickness,MorphologicalTrait,Stem wall thickness.,Stem,Wall thickness,
0000207,Stem water soluble carbohydrate,PhysiologicalTrait,"Water soluble carbohydrates accumulate up to and around anthesis and are partitioned to the stem, from where they are later available as a reservoir for remobilization to the developing grains. These reserves are an important source of carbon for grain filling.",Stem,Water soluble carbohydrate content,
0000165,Spike sterility index,AgronomicalTrait,Spike sterility observed as infertile florets.,Spike,Sterility,
0000165,Spike sterility index,AgronomicalTrait,Spike sterility observed as infertile florets.,Spike,Sterility,
0000689,Stripe rust coefficient of infection,BioticStressTrait,Stripe rust (yellow rust) incidence/severity/response in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust coefficient of infection,
0000906,Stripe rust incidence,BioticStressTrait,Stripe rust (yellow rust) incidence in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust incidence,
0000907,Stripe rust notes,BioticStressTrait,Stripe rust (yellow rust) incidence/severity/response in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust notes,
0000179,Stripe rust plant response,BioticStressTrait,Stripe rust (yellow rust) response in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust plant response,
0000179,Stripe rust plant response,BioticStressTrait,Stripe rust (yellow rust) response in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust plant response,
0000908,Stripe rust severity,BioticStressTrait,Stripe rust (yellow rust) severity in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust severity,
0000908,Stripe rust severity,BioticStressTrait,Stripe rust (yellow rust) severity in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust severity,
0000909,Stripe rust spike severity,BioticStressTrait,Stripe rust (yellow rust) severity in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Spike,Stripe rust spike severity,
0000094,Suni pest damage,BioticStressTrait,"The plant damage caused by suni pest (Eurygaster spp., sunn pest, suni bug).",Plant,Suni pest damage,
0000119,Take all incidence,BioticStressTrait,Take-all incidence in the plants caused by the agent Gaeumannomyces graminis var. tritici (ggt).,Plant,Take all incidence,
0000119,Take all incidence,BioticStressTrait,Take-all incidence in the plants caused by the agent Gaeumannomyces graminis var. tritici (ggt).,Plant,Take all incidence,
0000910,Tan spot incidence,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) incidence in the plants caused by the agent Pyrenophora tritici-repentis (helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot incidence,
0000910,Tan spot incidence,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) incidence in the plants caused by the agent Pyrenophora tritici-repentis (helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot incidence,
0000345,Tan spot plant response,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) response in the plants caused by the agent Pyrenophora tritici-repentis (helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot plant response,
0000911,Tan spot seedling response,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) response in the plants caused by the agent Pyrenophora tritici-repentis (helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Seedling,Tan spot seedling response,
0000650,Tan spot severity,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) severity in the plants caused by the agent Pyrenophora tritici-repentis (Helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot severity,
0000650,Tan spot severity,BioticStressTrait,"Tan spot (Pyrenophora yellow leaf blotch, yellow spot) severity in the plants caused by the agent Pyrenophora tritici-repentis (Helminthosporium tritici-repentis). Symptoms: the lesions appear as tan to brown flecks, which expand into large, irregular, oval- or lens-shaped tan blotches with a yellow or chlorotic margin.",Leaf,Tan spot severity,
0000940,Terminal spikelet time,PhenologicalTrait,"Terminal spikelet time is when the last spikelet, the terminal spikelet, has been produced.",Plant,Terminal spikelet time,
0000940,Terminal spikelet time,PhenologicalTrait,"Terminal spikelet time is when the last spikelet, the terminal spikelet, has been produced.",Plant,Terminal spikelet time,
0000190,Tiller number,AgronomicalTrait,"Number of total tillers (fertile and infertile) per unit area, sample or plant.",Tiller,Tiller number,
0000190,Tiller number,AgronomicalTrait,"Number of total tillers (fertile and infertile) per unit area, sample or plant.",Tiller,Tiller number,
0000190,Tiller number,AgronomicalTrait,"Number of total tillers (fertile and infertile) per unit area, sample or plant.",Tiller,Tiller number,
0000189,Tillering capacity,AgronomicalTrait,An tillering capacity.,Plant,Tillering capacity,
0000099,Tilletia laevis bunt incidence,BioticStressTrait,"Bunt incidence in the plants caused by the agent Tilletia laevis (stinking bunt, covered smut, hill bunt, complete bunt, low bunt, high bunt).",Spike,Tilletia laevis bunt incidence,
0000100,Tilletia tritici bunt incidence,BioticStressTrait,"Bunt incidence in the plants caused by the agent Tilletia tritici (stinking bunt, covered smut, hill bunt, complete bunt, low bunt, high bunt).",Spike,Tilletia tritici bunt incidence,
0000158,Translocation 1BL/1RS,QualityTrait,The 1bl/1rs translocation in wheat resulted from replacing the short arm of the chromosome 1b of wheat by the short arm of the chromosome 1r of rye (Secale cereale l.).,Translocation 1BL/1RS,Absence/Presence,
0000128,Waterlogging damage,AbioticStressTrait,Plants killed as a result of winter conditions.,Plant,Waterlogging damage,
0000227,Whole meal flour color,QualityTrait,The whole meal flour color.,Whole meal flour,Color,
0000227,Whole meal flour color,QualityTrait,The whole meal flour color.,Whole meal flour,Color,
0000227,Whole meal flour color,QualityTrait,The whole meal flour color.,Whole meal flour,Color,
0000071,Whole meal flour falling number,QualityTrait,"Indication of the amount of sprout damage that has occurred within a wheat sample. falling number value of 350 seconds or longer indicates a low enzyme activity and very sound wheat quality. as the amount of enzyme activity increases, the falling number decreases. Values below 200 seconds indicate high levels of enzyme activity.",Whole meal flour,Falling number,
0000147,Whole meal flour SDS sedimentation,QualityTrait,"Testing of whole-meal flour quality by SDS-sedimentation, a test estimating gluten-protein overall quality.",Whole meal flour,SDS-sedimentation volume,
0000677,Whole meal flour yellow pigment content,QualityTrait,Whole meal flour yellow pigment content due to the presence of xanthophyll and other related compounds.,Whole meal flour,Yellow pigment content,
0000164,Winter kill damage,AbioticStressTrait,Plants killed as a result of winter conditions.,Plant,Winter kill damage,
0000164,Winter kill damage,AbioticStressTrait,Plants killed as a result of winter conditions.,Plant,Winter kill damage,
0000164,Winter kill damage,AbioticStressTrait,Plants killed as a result of winter conditions.,Plant,Winter kill damage,
0000685,Worm damage,BioticStressTrait,The plant damage caused by worms.,Plant,Worm damage,
0000932,Bacterial leaf blight severity,BioticStressTrait,"Wheat bacterial leaf blight severity in the plants caused by the agent Pseudomonas syringae pv. syringae. symptoms: small (less than 0.04 inches) water-soaked lesions expand and eventually coalesce. initial lesions become necrotic and turn from gray-green to tan-white. Entire leaves may become necrotic, but heads and glumes are typically symptomless.",Leaf,Bacterial leaf blight severity,
0000710,Barley scald severity,BioticStressTrait,Barley scald severity in the plants caused by the agent Rhynchosporium secalis.,Plant,Barley scald severity,
0000926,Fusarium graminearum severity,BioticStressTrait,Fusarium graminearum severity in the plants.,Spike,Fusarium graminearum severity,
0000653,Fusarium leaf blotch severity,BioticStressTrait,"Fusarium leaf blotch (pink snow mold, fusarium patch) severity in the plants caused by the agent Calonectria nivalis (fusarium nivale).",Plant,Fusarium leaf blotch severity,
0000686,Helminthosporium species severity,BioticStressTrait,The disease severity in the plants caused by the agent Helminthosporium species.,Plant,Helminthosporium species severity,
0000406,Net blotch severity,BioticStressTrait,Net blotch severity in the plants caused by the agent Pyrenophora teres (Helminthosporium teres).,Leaf,Net blotch severity,
