id,name,context,stage,xref,date,trait,method,scale
0001254,LAI_Calc_Idx,Research-intensive characterization,Seedling development to late grain-filling (DS12-DS81),BMS_29108,23/09/2014,0000184,0000362,0000421
0001255,LeafCID_M_delta13C,Research-intensive characterization,From DS21,BMS_29116,23/09/2014,0000196,0000383,0000433
0001256,Chl_M_CCI,Trial evaluation,DS12-DS85,BMS_23055,23/09/2014,0000028,0000249,0000418
0001257,LeafGlau_E_0to9,Research-intensive characterization,,BMS_29109,23/09/2014,0000048,0000268,0000450
0001258,LeafGlau_E_1to5,Research-intensive characterization,,BMS_23056,25/10/2015,0000048,0000268,0000827
0001259,LeafLng_M_cm,Research-intensive characterization,,BMS_29110,23/09/2014,0000044,0000264,0000411
0001260,LeafPubDen_E_0to9,Research-intensive characterization,,BMS_29111,23/09/2014,0000045,0000265,0000450
0001261,LeafPubLng_M_um,Research-intensive characterization,,BMS_29112,23/09/2014,0000046,0000266,0000415
0001262,PrecoCI_Calc_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22758,25/10/2015,0000897,0001026,0000410
0001263,PrecoInc_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22761,25/10/2015,0000898,0000707,0000465
0001264,PrecoLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22762,25/10/2015,0000899,0000900,0000877
0001265,PrecoNote_E_text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29144,25/10/2015,0000687,0000708,0000443
0001266,PrecoResp_E_0to4,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22764,25/10/2015,0000178,0000706,0000768
0001267,PrecoResp_E_1to4,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22763,25/10/2015,0000178,0000706,0000773
0001268,PrecoResp_E_1to8,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29143,23/09/2014,0000178,0000360,0000473
0001269,PrecoSdlgResp_E_0to8,Nursery/Trial evaluation,DS11-DS15,BMS_29142,23/09/2014,0000901,0000604,0000606
0001270,PrecoSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22760,21/12/2018,0000902,0000693,0000410
0001271,PrecoSev_E_0to12,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22759,25/10/2015,0000902,0000324,0000753
0001272,StomaCond_M_mmolm2s,Research-intensive characterization,DS12-DS81,BMS_29177,23/09/2014,0000018,0000240,0000429
0001273,StomaFrq_Ct_stomamm2,Research-intensive characterization,DS12-DS81,BMS_29179,23/09/2014,0000143,0000349,0000442
0001274,StomaRes_M_sm,Research-intensive characterization,DS12-DS81,BMS_29181,23/09/2014,0000063,0000285,0000431
0001275,StomaSiz_M_um,Research-intensive characterization,DS12-DS81,BMS_29182,23/09/2014,0000142,0000348,0000415
0001276,LeafThk_M_um,Research-intensive characterization,,BMS_29113,23/09/2014,0000047,0000267,0000415
0001277,LeafTNecro_E_pct,Nursery/Trial evaluation,Assessment is conducted through the growing season starting with the onset of the symptom.,BMS_29114,23/09/2014,0000175,0000361,0000410
0001278,LeafWid_M_mm,Research-intensive characterization,,BMS_29115,23/09/2014,0000049,0000269,0000428
0001279,Lodg_E_0to9pcttext,Trial evaluation,After the event,BMS_22904,25/10/2015,0000167,0000355,0000727
0001280,Lodg_E_pct,Trial evaluation,After the event,BMS_18060,21/12/2018,0000167,0000355,0000410
0001281,Lodg_E_0to5pct,Trial evaluation,After the event,BMS_22906,25/10/2015,0000167,0000355,0000807
0001282,Lodg_E_0to9pct,Trial evaluation,After the event,BMS_29117,21/12/2018,0000167,0000355,0000446
0001283,Lodg_E_1to5,Trial evaluation,After the event,BMS_22681,25/10/2015,0000167,0000355,0000457
0001284,Lodg_E_1to9,Trial evaluation,After the event,BMS_22905,25/10/2015,0000167,0000355,0000465
0001285,UtritInc_E_pct,Nursery/Trial evaluation,From DS75,BMS_22840,25/10/2015,0000921,0000325,0000410
0001286,UtritInc_E_1to9,Nursery/Trial evaluation,From DS75,BMS_29201,23/09/2014,0000921,0000325,0000465
0001287,Mat_relat_1to6,Nursery/Trial evaluation,Physiological maturity (DS87 approx.),BMS_22696,25/10/2015,0000022,0000243,0000856
0001288,Mat_date_jd,Nursery/Trial evaluation,Physiological maturity (DS87 approx.),BMS_22680,21/12/2018,0000022,0000842,0000855
0001289,Mat_date_ymd,Nursery/Trial evaluation,Physiological maturity (DS87 approx.),BMS_22678,25/10/2015,0000022,0000842,0000850
0001290,Mat_dto_day,Nursery/Trial evaluation,Physiological maturity (DS87 approx.),BMS_22677,23/09/2014,0000022,0000232,0000434
0001291,Mat_relat_1to5,Nursery/Trial evaluation,Physiological maturity (DS87 approx.),BMS_29155,23/09/2014,0000022,0000243,0000460
0001292,HtereInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22818,25/10/2015,0000170,0000357,0000410
0001293,HtereSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22815,23/09/2014,0000406,0000690,0000470
0001294,NodeNO_Ct_node,Descriptor,DS61-DS75,BMS_29123,23/09/2014,0000051,0000271,0000437
0001295,PedGlau_E_0to9,Research-intensive characterization,DS61-DS75,BMS_29129,23/09/2014,0000054,0000274,0000450
0001296,PedLng_M_cm,Research-intensive characterization,DS61-DS75,BMS_23053,21/12/2018,0000052,0000272,0000411
0001297,NeckBreak_E_pct,Nursery/Trial evaluation,,BMS_29121,23/09/2014,0000050,0000270,0000410
0001298,PedPubDen_E_0to9,Research-intensive characterization,DS61-DS75,BMS_29130,23/09/2014,0000053,0000273,0000450
0001299,ErlVig_E_1to5,Trial evaluation,DS13-DS23,BMS_22682,23/09/2014,0000009,0000233,0000462
0001300,GrwHabit_E_1to5,Descriptor,DS25-DS30,BMS_23213,23/09/2014,0000015,0000238,0000458
0001301,PH_M_cm,Nursery/Trial evaluation,DS75-DS89,BMS_18020,21/12/2018,0000020,0000241,0000411
0001302,PH_M_m,Nursery/Trial evaluation,DS75-DS89,BMS_22673,25/10/2015,0000020,0000241,0000813
0001303,PH_E_1to5,Nursery/Trial evaluation,DS75-DS89,BMS_22672,23/09/2014,0000020,0000245,0000461
0001304,HNecro_E_0to1,Nursery/Trial evaluation,Assessment is conducted through the growing season starting with the onset of the symptom.,BMS_29096,23/09/2014,0000186,0000367,0000599
0001305,PhotopResp_E_1to9,Descriptor,DS65,BMS_29136,25/10/2015,0000672,0000846,0000857
0001306,PlntStnd_Calc_Plntha,Trial evaluation,DS10-DS89,BMS_29138,25/10/2015,0000187,0000955,0000814
0001307,PlntStnd_Calc_Plntm2,Trial evaluation,DS10-DS89,BMS_29140,25/10/2015,0000187,0000955,0000817
0001308,PlntStnd_Ct_Plntm,Trial evaluation,DS10-DS89,BMS_29139,25/10/2015,0000187,0000368,0000815
0001309,PlntStnd_Ct_PlntPlot,Trial evaluation,DS10-DS89,BMS_18070,23/09/2014,0000187,0000368,0000816
0001310,VgP_calc_day,Research-intensive characterization,DS10-DS31,BMS_29202,25/10/2015,0000670,0001429,0000434
0001311,VgP_calc_pct,Research-intensive characterization,DS10-DS31,BMS_29203,25/10/2015,0000670,0001429,0000410
0001312,PlntVig_E_1to5,Trial evaluation,DS13-DS81,BMS_18080,25/10/2015,0000680,0001428,0000462
0001313,EgramInc_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22804,25/10/2015,0000937,0000330,0000727
0001314,EgramInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22805,25/10/2015,0000937,0000330,0000410
0001315,EgramInc_E_0to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22807,25/10/2015,0000937,0000330,0000782
0001316,EgramInc_E_1to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22810,25/10/2015,0000937,0000330,0000788
0001317,EgramInc_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22808,25/10/2015,0000937,0000330,0000465
0001318,EgramLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22809,25/10/2015,0000938,0000878,0000790
0001319,EgramSev_E_00to99text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22803,25/10/2015,0000939,0000690,0000728
0001320,EgramSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_22806,23/09/2014,0000939,0000690,0000470
0001321,PnegleDmg_E_pct,Trial evaluation,,BMS_29141,23/09/2014,0000112,0000328,0000410
0001322,PthornDmg_E_pct,Trial evaluation,,BMS_29150,23/09/2014,0000113,0000329,0000410
0001323,RepP_Calc_day,Research-intensive characterization,DS14-DS65,BMS_29156,25/10/2015,0000668,0001430,0000434
0001324,RepP_Calc_pct,Research-intensive characterization,DS14-DS65,BMS_29157,25/10/2015,0000668,0001430,0000410
0001325,RsolaInc_E_0to9pct,Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_29161,25/10/2015,0000681,0000712,0000446
0001326,RodentDmg_E_pct,Trial evaluation,After the event,BMS_29159,23/09/2014,0000090,0000310,0000410
0001327,RootDis_E_1to5,Trial evaluation,After the event,BMS_22712,25/10/2015,0000682,0000713,0000457
0001328,RLNDmg_E_pct,Trial evaluation,,BMS_29158,23/09/2014,0000161,0000350,0000410
0001329,DnoxiDmg_E_pct,Trial evaluation,After the event,BMS_29033,23/09/2014,0000091,0000311,0000410
0001330,SaltTol_E_1to9,Nursery/Trial evaluation,DS15-DS65,BMS_29162,23/09/2014,0000132,0000344,0000468
0001331,SawflyDmg_E_pct,Trial evaluation,After the event,BMS_29029,23/09/2014,0000092,0000312,0000410
0001332,SGNDmg_E_pct,Trial evaluation,From DS35,BMS_29016,23/09/2014,0000110,0000326,0000410
0001333,SemoCol_M_bvalue,Trial evaluation,After harvest (From DS87),BMS_29166,23/09/2014,0000075,0000400,0000417
0001334,SemoProt_Kjl_pct,Trial evaluation,After harvest (From DS87),BMS_29167,23/09/2014,0000074,0000289,0000410
0001335,SemoProt_NIRS_pct,Trial evaluation,After harvest (From DS87),,25/10/2015,0000074,0000957,0000410
0001336,SemoYellPig_M_ppm,Trial evaluation,After harvest (From DS87),BMS_29168,25/10/2015,0000674,0000848,0000425
0001337,SepSPInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23030,25/10/2015,0000914,0000915,0000410
0001338,SepSpLegacy_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23028,25/10/2015,0000916,0000358,0000789
0001339,SepSpLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23033,25/10/2015,0000916,0000358,0000790
0001340,SepSpResp_E_0to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23031,25/10/2015,0000715,0000716,0000735
0001341,SepSpResp_E_1to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23032,25/10/2015,0000715,0000716,0000729
0001342,SepSpSev_E_00to99text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23029,25/10/2015,0000714,0000690,0000728
0001343,SepSpSev_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23027,25/10/2015,0000714,0000879,0000727
0001344,SepSpSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_23026,23/09/2014,0000714,0000690,0000470
0001345,SnodoInc_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22777,25/10/2015,0000917,0000880,0000727
0001346,SnodoInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22780,25/10/2015,0000917,0000880,0000410
0001347,SnodoLegacy_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22781,25/10/2015,0000918,0000343,0000789
0001348,SnodoLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22782,25/10/2015,0000918,0000343,0000790
0001349,SnodoSev_E_00to99+text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22776,23/09/2014,0000717,0000690,0000470
0001350,StritInc_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22769,25/10/2015,0000919,0000881,0000727
0001351,StritInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22770,25/10/2015,0000919,0000881,0000410
0001352,StritLegacy_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22774,25/10/2015,0000920,0000333,0000789
0001353,StritLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22772,25/10/2015,0000920,0000333,0000790
0001354,StritResp_E_0to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22773,25/10/2015,0000719,0000720,0000735
0001355,StritSev_E_00to99text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22771,25/10/2015,0000718,0000690,0000728
0001356,StritSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22768,23/09/2014,0000718,0000690,0000470
0001357,RcereInc_E_0to9,Trial evaluation,DS55-DS79,BMS_29154,25/10/2015,0000683,0000721,0000742
0001358,SnailDmg_E_pct,Trial evaluation,After the event,BMS_29171,23/09/2014,0000093,0000313,0000410
0001359,SBMVInc_E_0to9pct,Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_29163,23/09/2014,0000173,0000359,0000446
0001360,SrolfResp_E_1to8,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_29175,23/09/2014,0000115,0000331,0000471
0001361,Awns_E_0to9,Descriptor,DS65-DS89,BMS_22992,23/09/2014,0000027,0000248,0000447
0001362,SpkDen_E_1to9,Descriptor,DS61-DS75,BMS_29173,23/09/2014,0000055,0000276,0000467
0001363,SpkDis_E_1to5,Trial evaluation,After the event,BMS_22986,25/10/2015,0000684,0000722,0000457
0001364,SpkLng_M_cm,Research-intensive characterization,DS75-DS89,BMS_23057,21/12/2018,0000056,0000277,0000411
0001365,SN_Calc_Spksm2,Trial evaluation,DS75-DS89,BMS_22909,23/09/2014,0000166,0000958,0000441
0001366,SN_M_Spksm,Trial evaluation,DS75-DS89,BMS_29172,25/10/2015,0000166,0000354,0000818
0001367,Shattering_E_pct,Nursery/Trial evaluation,From DS91,BMS_29169,21/12/2018,0000057,0000278,0000410
0001368,Threshblty_E_1to9,Nursery/Trial evaluation,After physiological maturity (DS87),BMS_29190,25/10/2015,0000659,0000831,0000828
0001369,SplN_Ct_SplSpk,Research-intensive characterization,DS75-DS89,BMS_23058,21/12/2018,0000058,0000279,0000440
0001370,HsatiLInc_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22784,25/10/2015,0000912,0000882,0000727
0001371,HsatiLInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22785,25/10/2015,0000912,0000882,0000410
0001372,HsatiLLegacy_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22788,25/10/2015,0000913,0000332,0000789
0001373,HsatiLLegacy_E_9to1,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22789,25/10/2015,0000913,0000332,0000790
0001374,HsatiLSev_E_00to99text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22786,25/10/2015,0000723,0000690,0000728
0001375,HsatiLSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22783,23/09/2014,0000723,0000690,0000470
0001376,SproutTol_E_1to9,Nursery/Trial evaluation,DS85-DS99,BMS_22920,21/12/2018,0000081,0000303,0000468
0001377,StmDia_M_mm,Research-intensive characterization,DS61-DS87,BMS_29178,25/10/2015,0000062,0000284,0000428
0001378,StmLng_M_cm,Research-intensive characterization,DS61-DS75,BMS_29180,23/09/2014,0000060,0000282,0000411
0001379,PgramCI_Calc_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22756,21/12/2018,0000688,0001026,0000410
0001380,PgramNote_E_text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29134,25/10/2015,0000903,0000708,0000443
0001381,PgramResp_E_1to8,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29132,23/09/2014,0000177,0000360,0000473
0001382,PgramSdlgResp_E_0to8,Nursery/Trial evaluation,DS11-DS15,BMS_29131,23/09/2014,0000904,0000604,0000606
0001383,PgramSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29133,21/12/2018,0000905,0000693,0000410
0001384,PgramSev_E_0to12,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22757,25/10/2015,0000905,0000324,0000753
0001385,StmSol_E_1to3,Research-intensive characterization,DS61-DS75,BMS_29183,23/09/2014,0000061,0000283,0000456
0001386,StmStrength_E_1to9,Nursery/Trial evaluation,DS61-DS87,BMS_29184,25/10/2015,0000657,0000829,0000828
0001387,StmWallThk_M_um,Research-intensive characterization,DS61-DS87,BMS_29185,23/09/2014,0000658,0000830,0000415
0001388,StmWSC_M_pct,Research-intensive characterization,DS55-DS99,BMS_29176,23/09/2014,0000207,0000384,0000410
0001389,SpkSterility_E_0to6,Research-intensive characterization,DS71-DS79,BMS_23013,25/10/2015,0000165,0000353,0000819
0001390,SpkSterility_Calc_pct,Research-intensive characterization,DS71-DS79,BMS_23014,23/09/2014,0000165,0000959,0000410
0001391,PstriCI_Calc_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22765,25/10/2015,0000689,0001026,0000410
0001392,PstriInc_E_1to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22767,25/10/2015,0000906,0000725,0000465
0001393,PstriNote_E_text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29149,25/10/2015,0000907,0000708,0000443
0001394,PstriResp_E_0to9,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29146,21/12/2018,0000179,0000375,0000466
0001395,PstriResp_E_1to8,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29147,23/09/2014,0000179,0000360,0000473
0001396,PstriSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29148,21/12/2018,0000908,0000693,0000410
0001397,PstriSev_E_0to12,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22766,25/10/2015,0000908,0000324,0000753
0001398,PstriSpkSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22823,25/10/2015,0000909,0000883,0000410
0001399,SuPDmg_E_1to5,Trial evaluation,After the event,BMS_29186,23/09/2014,0000094,0000314,0000457
0001400,GgtriInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_29060,23/09/2014,0000119,0000334,0000410
0001401,GgtriInc_E_1to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,BMS_23212,25/10/2015,0000119,0000334,0000457
0001402,TanSpotInc_E_0to9pcttext,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22791,25/10/2015,0000910,0000726,0000727
0001403,TanSpotInc_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22793,25/10/2015,0000910,0000726,0000410
0001404,TanSpotResp_E_1to5,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_29188,23/09/2014,0000345,0000724,0000463
0001405,TanSpotSdlgResp_E_0to5,Nursery/Trial evaluation,DS11-DS15,BMS_29187,23/09/2014,0000911,0000603,0000445
0001406,TanSpotSev_E_00to99text,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22792,25/10/2015,0000650,0000690,0000728
0001407,TanSpotSev_E_00to99,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,BMS_22790,25/10/2015,0000650,0000690,0000470
0001408,TSpl_date_ymd,Research-intensive characterization,DS25-DS30 approx.,BMS_29197,25/10/2015,0000940,0000844,0000850
0001409,TSpl_dto_day,Research-intensive characterization,DS25-DS30 approx.,BMS_29042,23/09/2014,0000940,0000380,0000434
0001410,TN_Ct_Tllrm,Trial evaluation,DS30-DS55,BMS_29194,25/10/2015,0000190,0000371,0000820
0001411,TN_Ct_Tllrm2,Trial evaluation,DS30-DS55,BMS_29195,25/10/2015,0000190,0000371,0000821
0001412,TN_Ct_TllrPlnt,Trial evaluation,DS30-DS55,BMS_29196,23/09/2014,0000190,0000371,0000444
0001413,TllrCapacity_E_1to5,Trial evaluation,DS30-DS45,BMS_29191,23/09/2014,0000189,0000370,0000462
0001414,TlaevInc_E_pct,Nursery/Trial evaluation,From DS85,BMS_29193,23/09/2014,0000099,0000317,0000410
0001415,TtritInc_E_pct,Nursery/Trial evaluation,From DS85,BMS_29198,23/09/2014,0000100,0000318,0000410
0001416,T1BL1RS_M_0to1,Trial evaluation,After harvest (From DS87),BMS_29002,23/09/2014,0000158,0000396,0000599
0001417,WtrLoggDmg_E_0to9,Nursery/Trial evaluation,After the event,BMS_29091,23/09/2014,0000128,0000342,0000449
0001418,WMFlrCol_M_avalue,Trial evaluation,After harvest (From DS87),BMS_29205,25/10/2015,0000227,0000400,0000416
0001419,WMFlrCol_M_bvalue,Trial evaluation,After harvest (From DS87),BMS_29206,23/09/2014,0000227,0000400,0000417
0001420,WMFlrCol_M_Lvalue,Trial evaluation,After harvest (From DS87),BMS_29207,25/10/2015,0000227,0000400,0000424
0001421,WMFlrFN_M_s,Trial evaluation,After harvest (From DS87),BMS_29208,23/09/2014,0000071,0000293,0000430
0001422,WMFlrSDS_M_ml,Trial evaluation,After harvest (From DS87),BMS_23004,23/09/2014,0000147,0000386,0000427
0001423,WMFlrYellPig_M_ppm,Trial evaluation,After harvest (From DS87),BMS_22895,25/10/2015,0000677,0000849,0000425
0001424,WKill_E_0to9,Nursery/Trial evaluation,After the event,BMS_23073,25/10/2015,0000164,0000352,0000449
0001425,WKill_E_pct,Nursery/Trial evaluation,After the event,BMS_23072,21/12/2018,0000164,0000352,0000410
0001426,WKill_E_1to5,Nursery/Trial evaluation,After the event,BMS_23074,25/10/2015,0000164,0000352,0000457
0001427,WormDmg_E_pct,Trial evaluation,After the event,BMS_22923,25/10/2015,0000685,0000605,0000410
0001438,BLBSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,23/09/2014,0000932,0000964,0000410
0001439,RsecaSev_E_pct,Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,23/09/2014,0000710,0000965,0000410
0001440,FgramSev_E_pct,Trial evaluation,From DS75,,21/12/2018,0000926,0000968,0000410
0001441,FnivLBSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,05/01/2016,0000653,0000969,0000410
0001442,HelSpSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,05/01/2016,0000686,0000986,0000410
0001443,HtereSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,23/09/2014,0000406,0000987,0000410
0001444,EgramSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease.,,05/01/2016,0000939,0000988,0000410
0001445,SepSpSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,21/12/2018,0000714,0000879,0000410
0001446,SnodoSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,23/09/2014,0000717,0000991,0000410
0001447,StritSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,05/01/2016,0000718,0000992,0000410
0001448,HsatiLSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,05/01/2016,0000723,0001013,0000410
0001449,TanSpotSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,05/01/2016,0000650,0001434,0000410
0001450,MgrisSev_E_pct,Nursery/Trial evaluation,Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.,,23/09/2014,0001031,0001435,0000414
0001451,ForgDM_E_pct,Nursery/Trial evaluation,,,23/09/2014,0001032,0001436,0000410
0001452,Wsurv_E_pct,Nursery/Trial evaluation,,,25/10/2015,0000963,0001437,0000410
0001453,AwnCol_E_1to6,Nursery/Trial evaluation,,,05/01/2016,0000960,0000983,0001012
0001454,GNDVI_M_Idx,Nursery/Trial evaluation,DS10-DS85,,05/01/2016,0000961,0000984,0000421
0001455,RNDVI_M_Idx,Nursery/Trial evaluation,DS10-DS85,,23/09/2014,0000962,0000985,0000421
0001456,GAmyloPec_M_pct,Nursery/Trial evaluation,,,05/01/2016,0000966,0000989,0000410
0001457,GLys_M_pct,Nursery/Trial evaluation,,,05/01/2016,0000967,0000990,0000410
0001458,RachLng_M_mm,Nursery/Trial evaluation,,,21/12/2018,0000970,0000993,0000428
0001459,SpkTyp_E_1to6,Nursery/Trial evaluation,,,05/01/2016,0000971,0000994,0001014
