id,synonym
0000167,LOD
0000017,Kernel number
0000017,GN
0000017,GNO
0000017, GrnNo
0000017, KrnNo
0000017, KN
0000924,FgramInc
0000924,FGRAML
0000919,Septoria score
0000919,StritInc
0000919,STRIT
0000301,NDVI
0000301,NDVI
0000301,NDVI
0000301,NDVI
0000301,NDVI
0000301,NDVI
0000190,TN
0000190,TllNo
0000190, TNO
0000937,EgramInc
0000937,EGRAM
0000979,GLng
0000979,kernel length
0000980,GWid
0000980,kernel width
0000020,PH
0000020,PlntHt
0000020, PHt
0000012,Grain humidity
0000012,GMoi
0000012,GRNH20
0000012, GrnMoist
0000907,Stripe rust
0000907, Disease score Yellow Rust
0000907,PstriNote
0000907,YRustNote
0000907, YRNote
0000907, PSTRIL
0000055,Spike compactness
0000055, ear compactness
0000055, Spikes per area 
0000055,SpkDen
0000058,Fertile spikelets per spike
0000058, spikelet / spike
0000058,SplN
0000058,SplNo
0001032,Straw dry matter at harvest 
0001032,ForgDM
0000159,Grain hectoliter weight
0000159, Grain specific weigh
0000159, Test weight
0000159,TestWt
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000058,Fertile spikelets per spike
0000058, spikelet / spike
0000058,SplN
0000058,SplNo
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000184,Grain leaf area index
0000184,LAI
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0000013,GY
0000013,GrnYld
0000013, Yld
0000020,PH
0000020,PlntHt
0000020, PHt
0000025,kernel weight
0000025,GW
0000025,GrnWt
0000025, GrnW
0000025, KW
0000025, KrnWt
0000687,Susceptibility to leaf rust
0000687,PrecoNote
0000687,BrwRustInc
0000687, LRInc
