observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF08049itknt,2848780,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,88,,1,,"48,9",,142,,,,"83,6",,"96,4",,1,,"98,8",,1,,"1,5",,1,
CF08049itkfi,2848779,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,84,,,,"49,1",,143,,"10,92",,"83,2",,88,,1,,"77,6",,1,,,,1,
CF08049itkt,2848781,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,,,"46,4",,145,,"10,76",,"82,7",,"94,5",,,,"103,8",,,,,,1,
CF08084itkt,2848754,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2010,85,,,,"51,1",,146,,"10,11",,"82,7",,"104,1",,,,"114,3",,,,,,1,
CF08084itkfi,2848752,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,,,"52,9",,145,,"9,41",,"82,9",,"103,4",,1,,"91,2",,1,,,,1,
CF08084itknt,2848753,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,90,,1,,51,,145,,,,"83,3",,"104,4",,1,,107,,1,,"2,5",,1,
AO10006itkfi,2848701,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,85,,,,"52,8",,144,,"9,46",,"83,8",,"98,5",,1,,"86,9",,"3,5",,,,1,
AO10006itkt,2848703,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,treated,2010,85,,,,"48,6",,145,,"10,24",,"82,8",,"107,8",,,,"118,4",,,,,,1,
AO10006itknt,2848702,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,88,,1,,"49,3",,143,,,,84,,"98,9",,2,,"101,4",,3,,"3,5",,1,
Bermudeitkt,2848700,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,,,"48,5",,144,,"10,57",,"84,4",,"105,9",,,,"116,3",,,,,,1,
Bermudeitknt,2848699,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,88,,1,,"49,7",,143,,,,"84,4",,"104,1",,1,,"106,8",,1,,"3,5",,1,
Bermudeitkfi,2848698,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,,,"51,4",,142,,"9,63",,"83,8",,"101,6",,1,,"89,7",,"1,5",,,,1,
CF08029itknt,2848774,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27796,https://doi.org/10.15454/9MSP5Q,CF08029,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,88,,1,,"50,3",,137,,,,"84,4",,"106,4",,1,,109,,2,,"2,5",,1,
CF08029itkfi,2848773,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27796,https://doi.org/10.15454/9MSP5Q,CF08029,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,,,"50,8",,137,,"10,46",,"83,7",,"108,5",,1,,"95,7",,1,,,,1,
CF08029itkt,2848775,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27796,https://doi.org/10.15454/9MSP5Q,CF08029,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,,,"49,6",,137,,"10,7",,"83,4",,"97,3",,,,"106,9",,,,,,1,
DI09005itkfi,2848725,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,85,,,,54,,142,,"10,38",,"79,7",,"97,3",,1,,"85,8",,1,,,,1,
DI09005itknt,2848726,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,90,,"5,5",,"50,5",,141,,,,"79,4",,"99,7",,1,,"102,2",,1,,3,,1,
DI09005itkt,2848727,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,,,"50,3",,144,,"10,72",,"78,9",,"98,8",,,,"108,5",,,,,,1,
DI09018itkt,2848772,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,,,"48,6",,146,,"9,72",,"83,2",,"99,6",,,,"109,4",,,,,,1,
DI09018itknt,2848771,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,90,,1,,"49,1",,145,,,,"82,9",,"107,8",,1,,"110,6",,1,,3,,1,
DI09018itkfi,2848770,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,85,,,,"56,3",,145,,"8,98",,"83,8",,"111,3",,1,,"98,2",,1,,,,1,
CF08109itkfi,2848776,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,95,,,,"58,6",,142,,"11,02",,"82,4",,"92,4",,1,,"81,6",,1,,,,1,
CF08109itkt,2848778,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,treated,2010,88,,,,"52,5",,144,,"11,52",,"82,6",,"91,1",,,,"100,1",,,,,,1,
CF08109itknt,2848777,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,92,,"2,5",,55,,142,,,,"82,6",,"96,5",,1,,"98,9",,1,,"3,5",,1,
EM08221itkt,2848706,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,treated,2010,76,,,,"40,8",,146,,"9,86",,"76,3",,"100,7",,,,"110,6",,,,,,1,
EM08221itknt,2848705,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,80,,1,,"41,9",,146,,,,"77,2",,"94,1",,1,,"96,5",,1,,"1,5",,1,
EM08221itkfi,2848704,BTH_Rennes_2010_SetA2,BTH_Rennes_2010_SetA2,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,,,"44,6",,146,,"9,72",,"76,4",,"104,3",,1,,92,,1,,,,1,
