observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2832398,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"81,95",,1,,1,,5,
2,2832381,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"101,86",,,,,,6,
1,2832378,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"88,64",,1,,"1,5",,"8,5",
1,2832380,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"95,35",,,,,,"5,5",
2,2832379,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"75,53",,1,,"2,5",,6,
1,2832360,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"126,35",,,,,,1,
2,2832361,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"125,05",,,,,,1,
2,2832359,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"92,11",,1,,5,,1,
1,2832358,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"75,4",,1,,"3,5",,"1,5",
1,2832384,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"99,81",,,,,,"2,5",
1,2832382,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"76,74",,1,,1,,4,
2,2832385,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"103,55",,,,,,2,
2,2832383,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"79,28",,1,,3,,"3,5",
2,2832415,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"82,22",,1,,3,,1,
1,2832414,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"68,32",,1,,"1,5",,1,
1,2832416,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"111,42",,,,,,1,
2,2832417,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"105,29",,,,,,1,
1,2832464,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"101,16",,,,,,4,
1,2832462,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"88,37",,1,,1,,"1,5",
2,2832463,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"93,05",,"1,5",,1,,2,
2,2832465,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"113,4",,,,,,3,
2,2832487,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"46,66",,5,,6,,4,
1,2832486,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"42,91",,4,,6,,1,
2,2832489,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"109,63",,,,,,1,
1,2832488,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,NA,,,,,,"1,5",
2,2832363,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"73,26",,1,,3,,"6,5",
2,2832365,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"101,88",,,,,,"6,5",
1,2832362,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"82,75",,1,,2,,"5,5",
1,2832364,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"93,05",,,,,,"5,5",
2,2832357,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"113,65",,,,,,"1,5",
2,2832355,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"88,1",,1,,"2,5",,1,
1,2832354,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"86,5",,1,,"1,5",,1,
1,2832356,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"106,88",,,,,,"1,5",
2,2832449,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,73",,,,,,"4,5",
2,2832447,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"55,88",,"5,5",,1,,4,
1,2832448,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"104,99",,,,,,5,
1,2832446,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"63,1",,5,,1,,2,
2,2832397,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"105,23",,,,,,"6,5",
2,2832395,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"79,41",,1,,2,,5,
1,2832394,BTH_Orgeval_2008_SetB1,BTH_Orgeval_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"77,81",,1,,1,,"6,5",
