observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2823560,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"50,06",,6,
2,2823509,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"27,55",,4,
1,2823508,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"33,1",,1,
1,2823510,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"71,6",,"89,75",,,
1,2823562,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"67,1",,"88,19",,,
2,2823511,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,2",,"85,51",,,
2,2823411,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,9",,"91,49",,,
1,2823408,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"55,5",,1,
1,2823410,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"69,6",,"85,23",,,
2,2823409,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"41,05",,1,
2,2823545,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"50,74",,6,
1,2823544,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"53,44",,5,
2,2823557,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"59,08",,"2,5",
1,2823556,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"60,54",,1,
1,2823566,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"70,9",,"89,82",,,
1,2823564,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"69,68",,1,
2,2823567,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,1",,"92,57",,,
2,2823565,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"63,89",,1,
1,2823474,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,75,,"91,43",,,
2,2823519,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,5",,"89,72",,,
1,2823518,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"67,3",,"82,36",,,
2,2823517,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"48,77",,"3,5",
1,2823516,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"55,44",,1,
2,2823547,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,4",,"82,44",,,
2,2823559,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,1",,"94,73",,,
2,2823487,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"75,9",,"90,24",,,
2,2823485,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"50,34",,3,
1,2823484,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"59,47",,1,
1,2823558,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"69,6",,"83,66",,,
1,2823486,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,1",,"79,06",,,
1,2823570,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,7",,"88,34",,,
2,2823475,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"77,2",,"93,21",,,
2,2823571,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,3",,"93,98",,,
1,2823546,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,5",,"88,33",,,
2,2823569,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"56,37",,"6,5",
1,2823568,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"63,73",,5,
2,2823477,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"33,59",,"2,5",
2,2823479,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,5",,"87,9",,,
1,2823418,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,9",,"84,42",,,
2,2823419,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"74,3",,"89,82",,,
2,2823417,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"46,75",,8,
1,2823416,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"44,48",,"4,5",
1,2823478,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,4",,"87,83",,,
1,2823462,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"74,5",,"98,19",,,
2,2823461,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"59,75",,1,
2,2823463,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,7",,"96,11",,,
1,2823460,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"55,62",,1,
1,2823476,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"42,15",,1,
1,2823498,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"72,6",,"89,04",,,
2,2823499,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"72,6",,"91,19",,,
1,2823442,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"68,1",,"78,64",,,
2,2823443,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,68,,"79,64",,,
2,2823497,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"38,15",,"1,5",
1,2823496,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"58,02",,1,
2,2823473,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"51,72",,"2,5",
2,2823577,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"35,06",,"1,5",
2,2823579,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"73,4",,"87,46",,,
1,2823578,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"73,3",,"89,41",,,
1,2823576,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2007,,,"38,68",,1,
2,2823467,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,27828,https://doi.org/10.15454/PRTXZC,RE06050,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,72,,"99,32",,,
1,2823522,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,48404,gnpis_pui:holding-921_taxon-4898_accession-48404,EM06064,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"75,7",,"91,29",,,
2,2823441,BTH_Orgeval_2007_SetB1,BTH_Orgeval_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2007,,,"39,92",,2,
