observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
EM06307itkt,2835425,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06307itkfi,2835424,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF07311itkt,2835427,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07311itkfi,2835426,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"27,5",,,,"85,5",,,,213,,,,,,,,17,,338,,"12,2",,"78,4",,,,1300,,,
RE06048itkt,2835469,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE06048itkfi,2835468,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
RE07095itkt,2835437,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE07095itkfi,2835436,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"36,8",,,,"85,5",,,,"222,3",,,,,,,,33,,417,,"12,7",,"76,5",,,,1410,,,
CF07143itkfi,2835454,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"45,5",,,,"84,38",,,,"229,88",,,,,,,,64,,385,,"11,9",,"77,1",,,,1800,,,
CF07143itkt,2835455,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
RE07089itkfi,2835480,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"26,6",,,,"78,5",,,,"205,1",,,,,,,,27,,326,,"12,3",,"76,2",,,,1320,,,
RE07089itkt,2835481,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
Soissonsitkfi,2835478,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,44,,,,87,,,,231,,,,,,,,44,,381,,"13,2",,"76,4",,,,1800,,,
Soissonsitkt,2835479,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
AO07127itkt,2835429,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
AO07127itkfi,2835428,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
CF07193itkt,2835419,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07193itkfi,2835418,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"42,5",,,,"95,5",,,,238,,,,,,,,55,,396,,"12,7",,"77,3",,,,1700,,,
CF07267itkt,2835413,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07267itkfi,2835412,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"33,5",,,,"84,38",,,,"217,88",,,,,,,,19,,353,,"12,1",,"77,4",,,,1500,,,
DI07001itkfi,2835402,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
DI07001itkt,2835403,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06017itkt,2835397,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06017itkfi,2835396,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM06233itkt,2835489,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06233itkfi,2835488,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM06229itkt,2835441,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06229itkfi,2835440,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM06110itkt,2835439,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
EM06110itkfi,2835438,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM06094itkfi,2835460,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,NA,,,,NA,,,,NA,,,,NA,,,,,,,,NA,,NA,,NA,,NA,,,,NA,,,
EM06094itkt,2835461,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
CF07141itkfi,2835458,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27903,https://doi.org/10.15454/EWNN9Q,CF07141,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,,,,,,,100,,,,"58,5",,,,97,,,,"255,5",,,,,,,,54,,434,,13,,"76,8",,,,2000,,,
CF07141itkt,2835459,BTH_Lusignan_2008_TECH,BTH_Lusignan_2008_TECH,27903,https://doi.org/10.15454/EWNN9Q,CF07141,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,
