observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2828848,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"114,71",,,,,,2,
1,2828846,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"96,89",,1,,"1,5",,1,
2,2828837,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"116,31",,,,,,"5,5",
1,2828834,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"78,59",,"4,5",,1,,7,
2,2828835,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"73,32",,5,,1,,7,
1,2828836,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"114,05",,,,,,5,
2,2828765,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"112,58",,,,,,"1,5",
1,2828764,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"121,5",,,,,,2,
2,2828763,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"99,95",,"1,5",,"1,5",,1,
1,2828762,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"93,26",,"1,5",,"1,5",,1,
2,2828743,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"89,37",,1,,"1,5",,1,
1,2828742,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"93,57",,1,,"1,5",,1,
2,2828745,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"105,11",,,,,,1,
1,2828744,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"108,43",,,,,,1,
2,2828769,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"116,44",,,,,,2,
1,2828768,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"110,57",,,,,,"1,5",
2,2828767,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"95,89",,1,,"2,5",,1,
1,2828766,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"93,16",,1,,2,,1,
1,2828810,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"85,57",,"1,5",,"1,5",,7,
1,2828812,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"109,16",,,,,,"8,5",
2,2828813,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"107,32",,,,,,"7,5",
2,2828811,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"96,97",,2,,3,,"7,5",
1,2828864,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"115,38",,,,,,6,
2,2828863,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"67,04",,2,,6,,5,
2,2828865,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"107,81",,,,,,"6,5",
1,2828862,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"78,42",,3,,"3,5",,6,
2,2828761,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"124,39",,,,,,1,
1,2828760,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"118,82",,,,,,1,
1,2828758,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"101,06",,1,,"1,5",,1,
2,2828759,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"96,02",,"1,5",,"2,5",,1,
2,2828751,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"82,36",,"1,5",,"1,5",,"8,5",
2,2828753,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"85,82",,,,,,8,
1,2828752,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"108,34",,,,,,"7,5",
1,2828750,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"85,22",,1,,1,,7,
1,2828856,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"98,1",,,,,,"7,5",
2,2828857,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"91,06",,,,,,"6,5",
2,2828855,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"95,54",,1,,"1,5",,"6,5",
1,2828854,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"86,52",,1,,1,,5,
2,2828817,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"90,51",,,,,,8,
2,2828815,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"93,3",,1,,2,,"6,5",
1,2828814,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"71,58",,1,,2,,"5,5",
1,2828816,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"87,1",,,,,,8,
2,2828731,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"85,89",,"1,5",,1,,"4,5",
1,2828732,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"101,5",,,,,,"6,5",
2,2828733,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"102,68",,,,,,"5,5",
1,2828730,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"88,97",,1,,1,,"6,5",
2,2828747,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"111,11",,1,,1,,3,
2,2828749,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"123,75",,,,,,"1,5",
1,2828748,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"115,64",,,,,,1,
1,2828746,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"96,38",,1,,1,,2,
1,2828790,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2008,"65,82",,1,,"2,5",,"2,5",
1,2828792,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"101,12",,,,,,1,
2,2828791,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2008,"80,14",,1,,5,,3,
2,2828793,BTH_Orgeval_2008_SetA1,BTH_Orgeval_2008_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"115,11",,,,,,"1,5",
