observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,Frost susceptibility(CO_321:1000271),Frost susceptibility(CO_321:1000271).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleExtrusion(WIPO:0000284),PeduncleExtrusion(WIPO:0000284).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,RowType(WIPO:0000285),RowType(WIPO:0000285).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
45,3295095,BW2,Barley_Winter_JHI,63405,https://doi.org/10.15454/NERTF6,FNC 1,BLOCK>PLOT,,,,,1,45,"BLOCK>PLOT:45,BLOCK:9",2015,11,,4,2015-03-30T02:00:00Z,53.55,2015-09-21T02:00:00Z,212,2015-05-29T02:00:00Z,57,,8,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.6,2015-09-21T02:00:00Z,9.1,2015-09-21T02:00:00Z,3.7,2015-09-21T02:00:00Z,6.3,
34,3294539,BW2,Barley_Winter_JHI,63406,https://doi.org/10.15454/JCKBFG,Gobernadora,BLOCK>PLOT,,,,,6,5,"BLOCK>PLOT:34,BLOCK:1",2015,10.25,,2,2015-03-30T02:00:00Z,67.87,2015-09-30T02:00:00Z,219,2015-06-05T02:00:00Z,67.25,,9,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.5,2015-09-30T02:00:00Z,9.9,2015-09-30T02:00:00Z,4.1,2015-09-30T02:00:00Z,10.5,
7,3294760,BW2,Barley_Winter_JHI,63407,https://doi.org/10.15454/PMMT5K,Hazen,BLOCK>PLOT,,,,,13,20,"BLOCK>PLOT:7,BLOCK:7",2015,8.5,,2,2015-03-30T02:00:00Z,50.91,2015-10-08T02:00:00Z,222,2015-06-08T02:00:00Z,76.75,,17,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,24,2015-10-08T02:00:00Z,8.8,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,8.3,
6,3294888,BW2,Barley_Winter_JHI,63409,https://doi.org/10.15454/GARX8D,Kolla,BLOCK>PLOT,,,,,1,30,"BLOCK>PLOT:6,BLOCK:4",2015,11.75,,3,2015-03-30T02:00:00Z,53.79,2015-10-14T02:00:00Z,229,2015-06-15T02:00:00Z,76,,5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,26.7,2015-10-14T02:00:00Z,10,2015-10-14T02:00:00Z,3.5,2015-10-14T02:00:00Z,8,
28,3294801,BW2,Barley_Winter_JHI,63410,https://doi.org/10.15454/ZWLWYM,HID135,BLOCK>PLOT,,,,,13,23,"BLOCK>PLOT:28,BLOCK:7",2015,8.75,,2,2015-03-30T02:00:00Z,31.44,2015-12-02T01:00:00Z,219,2015-06-05T02:00:00Z,92,,25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.6,2015-12-02T01:00:00Z,12.7,2015-12-02T01:00:00Z,2.7,2015-12-02T01:00:00Z,8.3,
16,3294515,BW2,Barley_Winter_JHI,63411,https://doi.org/10.15454/6YODA3,Libra,BLOCK>PLOT,,,,,9,3,"BLOCK>PLOT:16,BLOCK:5",2015,11.25,,2,2015-03-30T02:00:00Z,51.42,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,67.5,,3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,21.9,2015-10-08T02:00:00Z,7.8,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,10,
25,3295055,BW2,Barley_Winter_JHI,63411,https://doi.org/10.15454/6YODA3,Libra,BLOCK>PLOT,,,,,2,42,"BLOCK>PLOT:25,BLOCK:9",2015,12.5,,3,2015-03-30T02:00:00Z,50.96,2015-09-21T02:00:00Z,224,2015-06-10T02:00:00Z,64.5,,6,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24,2015-09-21T02:00:00Z,8.7,2015-09-21T02:00:00Z,3.7,2015-09-21T02:00:00Z,8.5,
54,3294725,BW2,Barley_Winter_JHI,63412,https://doi.org/10.15454/SI5SH3,Manley,BLOCK>PLOT,,,,,8,18,"BLOCK>PLOT:54,BLOCK:6",2015,15.6666666666667,,4,2015-03-30T02:00:00Z,,,232,2015-06-18T02:00:00Z,55.3333333333333,,5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,,,,,,,6.7,
58,3294859,BW2,Barley_Winter_JHI,63413,https://doi.org/10.15454/VXPTK7,Munsing,BLOCK>PLOT,,,,,1,28,"BLOCK>PLOT:58,BLOCK:3",2015,10.3333333333333,,3,2015-03-30T02:00:00Z,55.79,2015-10-12T02:00:00Z,225,2015-06-11T02:00:00Z,49.3333333333333,,0,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.9,2015-10-12T02:00:00Z,9.4,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,6.3,
28,3294527,BW2,Barley_Winter_JHI,63414,https://doi.org/10.15454/TUUMLC,Sacasco 1,BLOCK>PLOT,,,,,7,4,"BLOCK>PLOT:28,BLOCK:1",2015,13.75,,2,2015-03-30T02:00:00Z,61.19,2015-09-22T02:00:00Z,219,2015-06-05T02:00:00Z,74.75,,9.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,34.6,2015-09-22T02:00:00Z,13.4,2015-09-22T02:00:00Z,3.7,2015-09-22T02:00:00Z,7.8,
65,3294738,BW2,Barley_Winter_JHI,63415,https://doi.org/10.15454/WIK5DE,Sanalta,BLOCK>PLOT,,,,,6,19,"BLOCK>PLOT:65,BLOCK:2",2015,11,,3,2015-03-30T02:00:00Z,60.58,2015-10-08T02:00:00Z,226,2015-06-12T02:00:00Z,106,,26.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26,2015-10-08T02:00:00Z,9.1,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,8.3,
16,3294638,BW2,Barley_Winter_JHI,63416,https://doi.org/10.15454/FK2YM5,HOR 930,BLOCK>PLOT,,,,,5,12,"BLOCK>PLOT:16,BLOCK:2",2015,11.25,,3,2015-03-30T02:00:00Z,48.97,2015-10-01T02:00:00Z,229,2015-06-15T02:00:00Z,76.5,,4.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.2,2015-10-01T02:00:00Z,10,2015-10-01T02:00:00Z,3.5,2015-10-01T02:00:00Z,7.8,
40,3294947,BW2,Barley_Winter_JHI,63417,https://doi.org/10.15454/UBLXNK,Unitan,BLOCK>PLOT,,,,,7,34,"BLOCK>PLOT:40,BLOCK:4",2015,9.25,,3,2015-03-30T02:00:00Z,49,2015-10-19T02:00:00Z,231,2015-06-17T02:00:00Z,80.5,,8.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.6,2015-10-19T02:00:00Z,9.8,2015-10-19T02:00:00Z,3.5,2015-10-19T02:00:00Z,9.3,
18,3294784,BW2,Barley_Winter_JHI,63419,https://doi.org/10.15454/PGDZSM,Aramier,BLOCK>PLOT,,,,,10,22,"BLOCK>PLOT:18,BLOCK:7",2015,11,,3,2015-03-30T02:00:00Z,55.19,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,67,,3.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,22.7,2015-10-08T02:00:00Z,8.1,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,10,
11,3294633,BW2,Barley_Winter_JHI,63420,https://doi.org/10.15454/ECVMDD,Beatrice,BLOCK>PLOT,,,,,14,11,"BLOCK>PLOT:11,BLOCK:6",2015,14.25,,2,2015-03-30T02:00:00Z,58.74,2015-10-08T02:00:00Z,226,2015-06-12T02:00:00Z,69.5,,3.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25,2015-10-08T02:00:00Z,8.6,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,9.3,
46,3294833,BW2,Barley_Winter_JHI,63421,https://doi.org/10.15454/VOH0XU,Beka,BLOCK>PLOT,,,,,3,26,"BLOCK>PLOT:46,BLOCK:3",2015,11.5,,2,2015-03-30T02:00:00Z,57.21,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,70.75,,6.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.6,2015-10-08T02:00:00Z,8.4,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,9.8,
37,3294951,BW2,Barley_Winter_JHI,63422,https://doi.org/10.15454/YEB0SF,Bielik,BLOCK>PLOT,,,,,11,34,"BLOCK>PLOT:37,BLOCK:8",2015,11.5,,3,2015-03-30T02:00:00Z,54.53,2015-10-12T02:00:00Z,225,2015-06-11T02:00:00Z,74.5,,6,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.6,2015-10-12T02:00:00Z,8.4,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,11.3,
14,3294774,BW2,Barley_Winter_JHI,63423,https://doi.org/10.15454/YGJVTQ,Blenheim,BLOCK>PLOT,,,,,13,21,"BLOCK>PLOT:14,BLOCK:7",2015,11.75,,3,2015-03-30T02:00:00Z,52.37,2015-10-01T02:00:00Z,226,2015-06-12T02:00:00Z,63.5,,6,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.2,2015-10-01T02:00:00Z,8.6,2015-10-01T02:00:00Z,3.8,2015-10-01T02:00:00Z,8.5,
62,3294595,BW2,Barley_Winter_JHI,63424,https://doi.org/10.15454/YQEI0M,Gambrinus,BLOCK>PLOT,,,,,6,9,"BLOCK>PLOT:62,BLOCK:1",2015,10.5,,2,2015-03-30T02:00:00Z,53.26,2015-09-30T02:00:00Z,229,2015-06-15T02:00:00Z,70.25,,5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.1,2015-09-30T02:00:00Z,8.3,2015-09-30T02:00:00Z,3.7,2015-09-30T02:00:00Z,10.5,
9,3294501,BW2,Barley_Winter_JHI,63425,https://doi.org/10.15454/UGMNGP,Carlsberg II,BLOCK>PLOT,,,,,9,2,"BLOCK>PLOT:9,BLOCK:5",2015,10,,2,2015-03-30T02:00:00Z,52.97,2015-09-30T02:00:00Z,231,2015-06-17T02:00:00Z,66,,0.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.2,2015-09-30T02:00:00Z,8.8,2015-09-30T02:00:00Z,3.7,2015-09-30T02:00:00Z,11,
21,3295044,BW2,Barley_Winter_JHI,63425,https://doi.org/10.15454/UGMNGP,Carlsberg II,BLOCK>PLOT,,,,,5,41,"BLOCK>PLOT:21,BLOCK:9",2015,9.33333333333333,,4,2015-03-30T02:00:00Z,56.27,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,63,,3.66666666666667,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.7,2015-09-21T02:00:00Z,9.4,2015-09-21T02:00:00Z,3.8,2015-09-21T02:00:00Z,10.3,
3,3294883,BW2,Barley_Winter_JHI,63426,https://doi.org/10.15454/41LNYW,Ceres,BLOCK>PLOT,,,,,10,29,"BLOCK>PLOT:3,BLOCK:8",2015,10,,3,2015-03-30T02:00:00Z,55.61,2015-10-14T02:00:00Z,225,2015-06-11T02:00:00Z,76.25,,12.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.5,2015-10-14T02:00:00Z,8.7,2015-10-14T02:00:00Z,3.8,2015-10-14T02:00:00Z,10.3,
61,3294869,BW2,Barley_Winter_JHI,63429,https://doi.org/10.15454/0LIE2L,Sixtine,BLOCK>PLOT,,,,,11,28,"BLOCK>PLOT:61,BLOCK:7",2015,11.5,,3,2015-03-30T02:00:00Z,58.61,2015-10-14T02:00:00Z,226,2015-06-12T02:00:00Z,80.5,,10.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.6,2015-10-14T02:00:00Z,9.1,2015-10-14T02:00:00Z,3.7,2015-10-14T02:00:00Z,10.5,
35,3294949,BW2,Barley_Winter_JHI,63430,https://doi.org/10.15454/FGGXLY,Georgie,BLOCK>PLOT,,,,,9,34,"BLOCK>PLOT:35,BLOCK:8",2015,10.75,,3,2015-03-30T02:00:00Z,53.32,2015-10-12T02:00:00Z,226,2015-06-12T02:00:00Z,70.25,,3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.9,2015-10-12T02:00:00Z,8.6,2015-10-12T02:00:00Z,3.7,2015-10-12T02:00:00Z,10.5,
33,3294806,BW2,Barley_Winter_JHI,63433,https://doi.org/10.15454/FUKNQU,Grit,BLOCK>PLOT,,,,,4,24,"BLOCK>PLOT:33,BLOCK:3",2015,11.5,,4,2015-03-30T02:00:00Z,49.68,2015-10-08T02:00:00Z,226,2015-06-12T02:00:00Z,54.25,,3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.3,2015-10-08T02:00:00Z,8.6,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,8,
18,3294907,BW2,Barley_Winter_JHI,63434,https://doi.org/10.15454/AUCRYY,Gryf,BLOCK>PLOT,,,,,6,31,"BLOCK>PLOT:18,BLOCK:4",2015,10.75,,3,2015-03-30T02:00:00Z,48.26,2015-10-12T02:00:00Z,225,2015-06-11T02:00:00Z,82.25,,7,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.4,2015-10-12T02:00:00Z,8.7,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,9.3,
7,3294492,BW2,Barley_Winter_JHI,63435,https://doi.org/10.15454/YKEUVV,Haisa II,BLOCK>PLOT,,,,,14,1,"BLOCK>PLOT:7,BLOCK:5",2015,10.3333333333333,,1,2015-03-30T02:00:00Z,54.53,2015-10-12T02:00:00Z,231,2015-06-17T02:00:00Z,89,,11,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.2,2015-10-12T02:00:00Z,9.4,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,11.3,
10,3294495,BW2,Barley_Winter_JHI,63436,https://doi.org/10.15454/K5MRCI,Hebe,BLOCK>PLOT,,,,,3,2,"BLOCK>PLOT:10,BLOCK:1",2015,11,,2,2015-03-30T02:00:00Z,58.33,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,80.5,,7.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.9,2015-10-08T02:00:00Z,8.3,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,9,
1,3294732,BW2,Barley_Winter_JHI,63437,https://doi.org/10.15454/PJVUKB,Hunter,BLOCK>PLOT,,,,,1,19,"BLOCK>PLOT:1,BLOCK:3",2015,10.25,,3,2015-03-30T02:00:00Z,56.46,2015-10-08T02:00:00Z,229,2015-06-15T02:00:00Z,71,,2.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.6,2015-10-08T02:00:00Z,8.7,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,10,
1,3294477,BW2,Barley_Winter_JHI,63438,https://doi.org/10.15454/8FRZW6,HOR7531,BLOCK>PLOT,,,,,1,1,"BLOCK>PLOT:1,BLOCK:1",2015,10.25,,2,2015-03-30T02:00:00Z,56.93,2015-10-19T02:00:00Z,226,2015-06-12T02:00:00Z,85.25,,10.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.1,2015-10-19T02:00:00Z,9.3,2015-10-19T02:00:00Z,3.6,2015-10-19T02:00:00Z,11.3,
19,3294779,BW2,Barley_Winter_JHI,63441,https://doi.org/10.15454/NNBW3I,"Mansholt, zweizeilig",BLOCK>PLOT,,,,,4,22,"BLOCK>PLOT:19,BLOCK:3",2015,9,,3,2015-03-30T02:00:00Z,58.28,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,88,,11,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.9,2015-09-21T02:00:00Z,9.6,2015-09-21T02:00:00Z,3.7,2015-09-21T02:00:00Z,10,
33,3294813,BW2,Barley_Winter_JHI,63443,https://doi.org/10.15454/WQW8H5,Mette,BLOCK>PLOT,,,,,11,24,"BLOCK>PLOT:33,BLOCK:7",2015,11,,2,2015-03-30T02:00:00Z,59.75,2015-10-01T02:00:00Z,225,2015-06-11T02:00:00Z,66.25,,7.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26,2015-10-01T02:00:00Z,8.8,2015-10-01T02:00:00Z,3.9,2015-10-01T02:00:00Z,6.8,
56,3294589,BW2,Barley_Winter_JHI,63444,https://doi.org/10.15454/NCBPEC,MFB 104,BLOCK>PLOT,,,,,14,8,"BLOCK>PLOT:56,BLOCK:5",2015,11.5,,3,2015-03-30T02:00:00Z,55.52,2015-09-30T02:00:00Z,219,2015-06-05T02:00:00Z,85,,5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,22.7,2015-09-30T02:00:00Z,8.2,2015-09-30T02:00:00Z,3.7,2015-09-30T02:00:00Z,12.5,
10,3295033,BW2,Barley_Winter_JHI,63444,https://doi.org/10.15454/NCBPEC,MFB 104,BLOCK>PLOT,,,,,8,40,"BLOCK>PLOT:10,BLOCK:10",2015,12,,3,2015-03-30T02:00:00Z,52.4,2015-09-21T02:00:00Z,226,2015-06-12T02:00:00Z,74,,10.25,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24,2015-09-21T02:00:00Z,8.9,2015-09-21T02:00:00Z,3.6,2015-09-21T02:00:00Z,10.3,
38,3294818,BW2,Barley_Winter_JHI,63445,https://doi.org/10.15454/4GCSR9,MK 42,BLOCK>PLOT,,,,,2,25,"BLOCK>PLOT:38,BLOCK:3",2015,10.75,,2,2015-03-30T02:00:00Z,51.36,2015-10-08T02:00:00Z,219,2015-06-05T02:00:00Z,72.25,,7.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.1,2015-10-08T02:00:00Z,8.5,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,8.8,
56,3294720,BW2,Barley_Winter_JHI,63446,https://doi.org/10.15454/GWOQWH,Nancy,BLOCK>PLOT,,,,,3,18,"BLOCK>PLOT:56,BLOCK:2",2015,11.5,,3,2015-03-30T02:00:00Z,61.6,2015-10-01T02:00:00Z,226,2015-06-12T02:00:00Z,63.75,,-0.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.9,2015-10-01T02:00:00Z,9.3,2015-10-01T02:00:00Z,4,2015-10-01T02:00:00Z,6.3,
33,3295077,BW2,Barley_Winter_JHI,63446,https://doi.org/10.15454/GWOQWH,Nancy,BLOCK>PLOT,,,,,10,43,"BLOCK>PLOT:33,BLOCK:10",2015,9.75,,3,2015-03-30T02:00:00Z,55.89,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,64.5,,-1.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.2,2015-09-21T02:00:00Z,9.7,2015-09-21T02:00:00Z,3.8,2015-09-21T02:00:00Z,8,
29,3294795,BW2,Barley_Winter_JHI,63447,https://doi.org/10.15454/BK9VJX,Natasha,BLOCK>PLOT,,,,,7,23,"BLOCK>PLOT:29,BLOCK:3",2015,13.25,,3,2015-03-30T02:00:00Z,60.97,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,64,,5.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.7,2015-10-08T02:00:00Z,8.3,2015-10-08T02:00:00Z,3.9,2015-10-08T02:00:00Z,8.3,
51,3294577,BW2,Barley_Winter_JHI,63448,https://doi.org/10.15454/AQZS9N,Ortolan,BLOCK>PLOT,,,,,2,8,"BLOCK>PLOT:51,BLOCK:1",2015,10,,2,2015-03-30T02:00:00Z,50.93,2015-09-30T02:00:00Z,224,2015-06-10T02:00:00Z,75.3333333333333,,7.66666666666667,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,21.3,2015-09-30T02:00:00Z,7.6,2015-09-30T02:00:00Z,3.7,2015-09-30T02:00:00Z,9.7,
29,3294534,BW2,Barley_Winter_JHI,63452,https://doi.org/10.15454/PAXTAF,Plumage Archer,BLOCK>PLOT,,,,,1,5,"BLOCK>PLOT:29,BLOCK:1",2015,13.75,,2,2015-03-30T02:00:00Z,59.16,2015-09-30T02:00:00Z,226,2015-06-12T02:00:00Z,84,,8.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.4,2015-09-30T02:00:00Z,9.1,2015-09-30T02:00:00Z,3.8,2015-09-30T02:00:00Z,11.8,
63,3294744,BW2,Barley_Winter_JHI,63453,https://doi.org/10.15454/0LMP96,Probstdorfer Adorra,BLOCK>PLOT,,,,,11,19,"BLOCK>PLOT:63,BLOCK:6",2015,8.25,,2,2015-03-30T02:00:00Z,49.97,2015-10-01T02:00:00Z,222,2015-06-08T02:00:00Z,67,,5.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23,2015-10-01T02:00:00Z,8.6,2015-10-01T02:00:00Z,3.6,2015-10-01T02:00:00Z,8.8,
6,3294759,BW2,Barley_Winter_JHI,63455,https://doi.org/10.15454/XSGZIO,Quantum,BLOCK>PLOT,,,,,12,20,"BLOCK>PLOT:6,BLOCK:7",2015,8.5,,3,2015-03-30T02:00:00Z,59.07,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,67,,-0.75,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26,2015-10-08T02:00:00Z,9.2,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,10,
13,3295029,BW2,Barley_Winter_JHI,63455,https://doi.org/10.15454/XSGZIO,Quantum,BLOCK>PLOT,,,,,4,40,"BLOCK>PLOT:13,BLOCK:9",2015,10.6666666666667,,4,2015-03-30T02:00:00Z,64.29,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,64.6666666666667,,-3.33333333333333,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,29.3,2015-09-21T02:00:00Z,10.2,2015-09-21T02:00:00Z,3.8,2015-09-21T02:00:00Z,11.3,
31,3294940,BW2,Barley_Winter_JHI,63457,https://doi.org/10.15454/LPJEXC,Salome,BLOCK>PLOT,,,,,12,33,"BLOCK>PLOT:31,BLOCK:8",2015,11,,4,2015-03-30T02:00:00Z,60.19,2015-10-12T02:00:00Z,229,2015-06-15T02:00:00Z,63.75,,7.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.3,2015-10-12T02:00:00Z,8.9,2015-10-12T02:00:00Z,4,2015-10-12T02:00:00Z,9.3,
8,3294754,BW2,Barley_Winter_JHI,63458,https://doi.org/10.15454/TYNZA5,Sõrla,BLOCK>PLOT,,,,,7,20,"BLOCK>PLOT:8,BLOCK:3",2015,12,,3,2015-03-30T02:00:00Z,65.39,2015-10-08T02:00:00Z,231,2015-06-17T02:00:00Z,75.6666666666667,,9.66666666666667,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,28.6,2015-10-08T02:00:00Z,9.4,2015-10-08T02:00:00Z,4.1,2015-10-08T02:00:00Z,10.7,
7,3294622,BW2,Barley_Winter_JHI,63461,https://doi.org/10.15454/0YVG6G,Spratt Archer,BLOCK>PLOT,,,,,3,11,"BLOCK>PLOT:7,BLOCK:2",2015,14.5,,2,2015-03-30T02:00:00Z,59.8,2015-10-08T02:00:00Z,240,2015-06-26T02:00:00Z,85,,3.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.9,2015-10-08T02:00:00Z,8.6,2015-10-08T02:00:00Z,3.9,2015-10-08T02:00:00Z,11.8,
23,3295046,BW2,Barley_Winter_JHI,63461,https://doi.org/10.15454/0YVG6G,Spratt Archer,BLOCK>PLOT,,,,,7,41,"BLOCK>PLOT:23,BLOCK:9",2015,13,,3,2015-03-30T02:00:00Z,57.62,2015-09-21T02:00:00Z,240,2015-06-26T02:00:00Z,87,,2.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.3,2015-09-21T02:00:00Z,9.5,2015-09-21T02:00:00Z,3.8,2015-09-21T02:00:00Z,12,
42,3294692,BW2,Barley_Winter_JHI,63467,https://doi.org/10.15454/TVCWOJ,Valticky,BLOCK>PLOT,,,,,3,16,"BLOCK>PLOT:42,BLOCK:2",2015,10.5,,2,2015-03-30T02:00:00Z,55.68,2015-10-01T02:00:00Z,227,2015-06-13T02:00:00Z,77.5,,7,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.3,2015-10-01T02:00:00Z,8.9,2015-10-01T02:00:00Z,3.7,2015-10-01T02:00:00Z,10.5,
39,3294551,BW2,Barley_Winter_JHI,63468,https://doi.org/10.15454/6WDZJE,Varunda,BLOCK>PLOT,,,,,4,6,"BLOCK>PLOT:39,BLOCK:1",2015,14,,3,2015-03-30T02:00:00Z,57.19,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,72.5,,8.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.8,2015-09-21T02:00:00Z,9.1,2015-09-21T02:00:00Z,3.7,2015-09-21T02:00:00Z,6.8,
59,3294986,BW2,Barley_Winter_JHI,63469,https://doi.org/10.15454/MPG9JY,Volga,BLOCK>PLOT,,,,,5,37,"BLOCK>PLOT:59,BLOCK:4",2015,14.25,,5,2015-03-30T02:00:00Z,52.62,2015-09-21T02:00:00Z,226,2015-06-12T02:00:00Z,64,,7.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.7,2015-09-21T02:00:00Z,9.4,2015-09-21T02:00:00Z,3.7,2015-09-21T02:00:00Z,6.8,
17,3295040,BW2,Barley_Winter_JHI,63469,https://doi.org/10.15454/MPG9JY,Volga,BLOCK>PLOT,,,,,1,41,"BLOCK>PLOT:17,BLOCK:9",2015,13.25,,3,2015-03-30T02:00:00Z,55,2015-09-21T02:00:00Z,229,2015-06-15T02:00:00Z,52.75,,4,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,26.5,2015-09-21T02:00:00Z,9.6,2015-09-21T02:00:00Z,3.8,2015-09-21T02:00:00Z,7.3,
10,3294892,BW2,Barley_Winter_JHI,63472,https://doi.org/10.15454/P4WVYY,Archer,BLOCK>PLOT,,,,,5,30,"BLOCK>PLOT:10,BLOCK:4",2015,15,,3,2015-03-30T02:00:00Z,54.16,2015-10-08T02:00:00Z,240,2015-06-26T02:00:00Z,79.5,,-3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.6,2015-10-08T02:00:00Z,8.4,2015-10-08T02:00:00Z,3.7,2015-10-08T02:00:00Z,10,
21,3295051,BW2,Barley_Winter_JHI,63472,https://doi.org/10.15454/P4WVYY,Archer,BLOCK>PLOT,,,,,12,41,"BLOCK>PLOT:21,BLOCK:10",2015,14,,3,2015-03-30T02:00:00Z,49.7,2015-09-21T02:00:00Z,,,85.5,,4,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.1,2015-09-21T02:00:00Z,9.3,2015-09-21T02:00:00Z,3.6,2015-09-21T02:00:00Z,10.3,
