WTO_ID:class_ID;WTO class name(PrefLabel);WTO synonyms;Definitions WTO;Verification (Origin_ Way to find the possible alignement);Mappings;Sub mapping info;Information adout the mapping;CO_321_ID:trait_ID;CO_321 trait name;CO_321 (Variable ID);CO_321 (Variable Name);Definitions CO321;Synonyme;Reason for alignement;WTO -> CO_321;CO_321 -> WTO;Comments (Explanation of asymmetry);Suppl. info;Validation of the alignment;Comments from GitLab;Comments from Claire et Michael;Comments from Cyril / Maud;Question aux experts correspondante;
http://purl.obolibrary.org/obo/WTO_0000146;grain protein content;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000073;Grain protein content;CO_321:0001205;GProt_Kjl_pct;;;exact match;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000089;grain quality;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000147;grain shape;;Measured by length to width ratio (expressed as 100× length/width). 2:Very round 3:Round 4:Slightly oval 5:Oval 6:Slightly slender 7:Slender 8:Very slender.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;7;;;CO_321:0000656;Grain appearance;CO_321:0001180;GApp_E_0to9;Appearance of a single grain;;The shape of the grain will affect the appearance;1;0;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;ok;définition de appearance ? Valeurs ?;;;
http://purl.obolibrary.org/obo/WTO_0000148;grain size;;Grade of grain size.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000040;Grain size;CO_321:0001209;GSize_E_1to3;Grain size.;Kernel size;exact match;1;1;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000148;grain size;;Grade of grain size.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;6;;;CO_321:1010084;Grain diameter;CO_321:1000198;W-F0(<=2.50)_%;Grain with diameter inferior to 2.5mm;;In the size of the grain is included the diameter so that we can say it is temoin;1;0;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;ok;;;;
http://purl.obolibrary.org/obo/WTO_0000228;grain softness;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000535;grain specific weight;grain test weight;Test weight is defined as the weight of grain that fills a given volume. It is the  product of kernel density and volume of grain occupying the container.  NARO: Weight of volume in 1 liter (grain moisture content 12.5%).;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0000159;Grain test weight;CO_321:0001210;TestWt_M_gl;Test weight or specific weight is the weight of a fixed volume of clean grains.;;synonyms;1;1;exact match;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000149;grain starch content;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0000174;Grain yellow berry incidence;CO_321:0001216;GYellBer_M_pct;Refers to grains showing chalky or starchy endosperm areas.;;both of the traits concern grain starch but one is concerning the area and the other the content;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;0;;;;
http://purl.obolibrary.org/obo/WTO_0000229;grain uniformity of size;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000150;grain weight per ear;grain mass per ear;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0001526;Grain weight per spike;CO_321:0001647;SpkGW_M_g;Grain weight per spike;;(1)As ear is a spike concerning definition -  https://en.wikipedia.org/wiki/Ear_(botany);1;1;exact match;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000230;grain width;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:1010084;Grain diameter;CO_321:1000198;W-F0(<=2.50)_%;Grain with diameter inferior to 2.5mm;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000230;grain width;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0500038;Grain Width;CO_321:0501087;GWid_M_mm;Grain width analysis using the single kernel characterization system 4100 (SKCS, Perten Instruments, Huddinge, Sweden);;exact match;1;1;trait grain width also presented in the quality part;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000061;Green Area Index;GAI;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0000184;Leaf area index;CO_321:1000210;GLAI_note;It is a dimensionless quantity that characterizes plant canopies and defined as the leaf area per unit ground surface area.;Green leaf area index;exact match;1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000325;greenbug resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;Maladie/agent absent de CO.;;;
http://purl.obolibrary.org/obo/WTO_0000021;growth;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000090;growth habit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.4;;CO_321:0000015;Plant growth habit;CO_321:0501081;GrwHabit_E_1to4;The growth habit of the plant whether erect/semi-erect/semi-spreading/spreading/prostrate.;;(1) Rule 6;1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000231;hard grain texture;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000151;harvest index;HI;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000123;Harvest index;CO_321:1000080;HI;A ratio of grain yield to total above ground biomass.;Biomass partitioning to grain;they have the same name;1;1;exact match;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000326;heat resistance;heat susceptibility;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.4;;CO_321:0000176;Heat tolerance;CO_321:0001237;HeatTol_E_1to5;Plant tolerance to heat conditions.;;(1)Rule 4;1;1;oui;;;validated;Question expert. https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000462;heat shock resistance;;;;0;;;CO_321:0000176;Heat tolerance;CO_321:0001237;HeatTol_E_1to5;Plant tolerance to heat conditions.;;the mapping is with status no mapping found;;;non, WTO plus spécifique, maping ancêtre;https://link.springer.com/article/10.1007/s13593-017-0443-9;;not completed;Question expert. https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000327;heat tolerance;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0000176;Heat tolerance;CO_321:0001237;HeatTol_E_1to5;Plant tolerance to heat conditions.;;Exact match;1;1;oui;;;validated;Question expert. https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000463;heavy metal toxicity;;http://www.google.com/url?sa=t&source=web&cd=2&ved=0CCYQFjAB&url=http%3A%2F%2Fwww1.apini.lt%2Fincludes%2Fgetfile.php%3Fid%3D539&ei=_4hbTuPzHuOQ4gTg3Z2sBQ&usg=AFQjCNGw3Q2NAej6rcXWoJWXkcQ-h1Nqug;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000293;Hessian fly resistance;resistance to Mayetiola destructor;;insect name;1;1.4;all info;CO_321:0000088;Hessian fly damage;CO_321:0501092;HesFlyDmg_E_1to9;;;(1) Rule 2;1;1;;;Validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;
http://purl.obolibrary.org/obo/WTO_0000590;high molecular weight glutenin subunit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:0000152;Glutenin Glu-A1 composition;CO_321:0001174;GluA1_M_text;High molecular weight glutenin subunits of glu-a1.;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;Glu-A1 plus spécifique;;;
http://purl.obolibrary.org/obo/WTO_0000590;high molecular weight glutenin subunit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:0000153;Glutenin Glu-B1 composition;CO_321:0001176;GluB1_M_text;High molecular weight glutenin subunits of glu-b1.;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;Glu-B1 plus spécifique;;;
http://purl.obolibrary.org/obo/WTO_0000590;high molecular weight glutenin subunit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;8;;;CO_321:0000154;Glutenin Glu-D1 composition;CO_321:0001178;GluD1_M_text;High molecular weight glutenin subunits of glu-d1.;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;Glu-D1 plus spécifique;;;
http://purl.obolibrary.org/obo/WTO_0000464;high temperature resistance;;;;0;;;CO_321:0000176;Heat tolerance;CO_321:0001237;HeatTol_E_1to5;Plant tolerance to heat conditions.;;the mapping is with status no mapping found;;;non, WTO plus spécifique, maping ancêtre;;;not completed;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000594;high-molecular-weight Dx5 glutenin subunit;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;(1)Definition is not available (2)no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000233;insect resistance;resistance to insect, insect resistance trait, resistance to insect pest;from VegA AO1H project;insect name;1;1.4;all info;CO_321:0000089;Insect damage;CO_321:0001252;InsectDmg_E_1to5;;;(1) Rule 2;1;1;;;Validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;
http://purl.obolibrary.org/obo/WTO_0000236;iron use efficiency;;;;0;;;;;;;;;no appropriate mapping was found;;;efficiency is different from content;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000465;late blight resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;WTO:à supprimer, tomate et pomme de terre;;;
http://purl.obolibrary.org/obo/WTO_0000536;lead toxicity;Pb toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500030;Grain lead content;CO_321:0501070;GLead_M_ppm;Content of Lead in grain.;;(1)Need to present high level in the straw and in the grain;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000091;leaf senescence time;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;7;;;CO_321:0500011;Flag leaf senescence time;CO_321:0501053;FLeafSenTime_Calc_day;Number of days required for 50% of the flag leaves to lose green color.;FLEAFSENTIME_days, FLEAFSENDAYS;;1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;7;;;;
http://purl.obolibrary.org/obo/WTO_0000329;leafhopper resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;Maladie/agent absent de CO.;;;
http://purl.obolibrary.org/obo/WTO_0000237;level of starch-surface friabilin;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000092;lodging resistance;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.4,1.5;;CO_321:0000167;Lodging incidence;CO_321:1000099;LS_score;;Lodging score, Susceptibility to lodging;(1)Rule 1;1;1;;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000159;macronutrient use efficiency;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000160;male sterility;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000537;manganese toxicity;Mg toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500033;Grain Manganese content;CO_321:0501075;GMang_M_ppm;Content Manganese in grain.;;(1)Need to present high level in the straw and in the grain (2)no appropriate mapping found;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000239;manganese use efficiency;;;;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000093;maturity;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0000005;Aboveground biomass;CO_321:1000054;AGDM.Z65_t/ha;All above-ground biomass.;Biological yield, All above-ground biomass at maturity, Above-ground dry matter;;1;0;;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;0;;;;
http://purl.obolibrary.org/obo/WTO_0000538;mercury toxicity;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000330;metal toxicity;metal rhizotoxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000331;metalloid toxicity;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000162;micronutrient use efficiency;;;;0;;;;;;;;;no appropriate mapping was found;;;efficiency is different from content;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000094;milling quality;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:0500041;Milling quality;CO_321:0501102;MQ_Rating_1to6;Flour yield of a genotype relative to the standard variety used for that nursery;;exact match;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000163;milling score;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500041;Milling quality;CO_321:0501103;MQ_Score_pct;Flour yield of a genotype relative to the standard variety used for that nursery;;The definition of the variable in CO321 MQ_Score_pct is exact match with the trait 'milling score';;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000164;moisture content of the grain;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.3;;CO_321:0000012;Grain moisture content;CO_321:0001198;GMoi_E_pct;Moisture content of grain.;;the definitions are the same just the names are different;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000240;moisture tolerance;tolerance to moisture;NARO;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;2;;;CO_321:1010085;Soil water reserve;CO_321:1000208;SOIL-WR;;;When the soil water reserves are higher;1;0;0;;http://www.fao.org/3/a0072e/a0072e07.htm;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;
http://purl.obolibrary.org/obo/WTO_0000240;moisture tolerance;tolerance to moisture;NARO;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;3;;;CO_321:0500015;Forage moisture content;CO_321:0501058;ForMst_M_pct;Moisture in forage sample;;Moisture can impact the forage quality;1;0;;;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/moisture-stress;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;18;
http://purl.obolibrary.org/obo/WTO_0000240;moisture tolerance;tolerance to moisture;NARO;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;4;;;CO_321:0000012;Grain moisture content;CO_321:0001198;GMoi_E_pct;Moisture content of grain.;;Tolerance to moisture means less impact to the yield and also to the grain;1;0;CN: à discuter. Assymétrique : moisture tolerance plus général. Effet de l'humidité (et donc tolerance) très nombreux. Effets physiologique(date de germination, floraison, etc.);;https://www.researchgate.net/publication/222311624_Tolerance_to_excess_moisture_in_maize_Zea_mays_L_Susceptible_crop_stages_and_identification_of_tolerant_genotypes;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;18;
http://purl.obolibrary.org/obo/WTO_0000044;morphology;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;no appropriate matching found;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000165;mottled grain;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000335;nematode resistance;;;;0;;;;;;;;;no appropriate mapping found;;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;classe intermédiaire;;;
http://purl.obolibrary.org/obo/WTO_0000539;nickel toxicity;Ni toxicity;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;CO_321:0500035;Grain Nickel content;CO_321:0501078;GNick_M_ppm;Content of Nickel in grain.;;(1)Need to present high level in the straw and in the grain (2)no appropriate mapping found;1;0;non, toxicité pour la plante (WTO)/ME:The mapping code is changed to 3+0;;Need to presence the micro element into another part of the plant;to be validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;16;
http://purl.obolibrary.org/obo/WTO_0000336;nitrogen harvest index;NHI;To be checked: nitrogen harvest index (NHI) is defined as the ratio between nitrogen (N) uptake in grain and N uptake in grain plus straw or shoot.;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:1010041;Nitrogen harvest index;CO_321:1000126;NHI_%;;;Exact match;1;1;symmetric;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000242;nitrogen use efficiency;NUE;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.1;;CO_321:1010048;Nitrogen use efficiency;CO_321:1000138;NUE;;;Exact match;1;1;symmetric;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000244;nuclear male sterility;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000168;number of ear-bearing tillers at anthesis;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000169;number of ear-bearing tillers at maturity;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000170;number of ear-bearing tillers per meter row;;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;0;;;;;;;;;no appropriate mapping was found;;;;;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
http://purl.obolibrary.org/obo/WTO_0000171;number of grains per square meter;grain number per square meter kernel number per square meter;;https://docs.google.com/document/d/15IU1eUyA_8ou01g-e3PWFqy5CL77SubVtV2VpMq6EUo/edit;1;1.2;;CO_321:0000017;Grain number;CO_321:0001199;GN_Calc_Grnm2;Number of grains expressed as per unit area or sample.;GNO, grains/m², GM2, kernel/m², KNO, GNO_grains_m2;Concerning the definitions in WTO and CO321 they are exact match;1;1;exact match;validated;https://docs.google.com/document/d/1q81zfG5MkAqHYieo_COuuS_pujl-x1JW01iD-K79yO0/edit#;;;;;
